Chromosome	Location	Probe_ID	Gene_Feature	Start	End	Strand	transcript_id	targetFromSourceId	Gene_symbol	canonical
chr12	12717098	cg05121697	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717098	cg05121697	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717135	cg16191024	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717135	cg16191024	promoter	12716367	12717367	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717135	cg16191024	promoter	12716367	12717367	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717135	cg16191024	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717135	cg16191024	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717135	cg16191024	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717185	cg01745510	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717185	cg01745510	promoter	12716367	12717367	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717185	cg01745510	promoter	12716367	12717367	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717185	cg01745510	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717185	cg01745510	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717185	cg01745510	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717187	cg10774305	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717187	cg10774305	promoter	12716367	12717367	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717187	cg10774305	promoter	12716367	12717367	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717187	cg10774305	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717187	cg10774305	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717187	cg10774305	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717374	cg08487090	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717374	cg08487090	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717374	cg08487090	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717392	cg03591488	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717392	cg03591488	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717392	cg03591488	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717461	cg12894903	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717461	cg12894903	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717461	cg12894903	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717529	cg04875709	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717529	cg04875709	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717529	cg04875709	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717756	cg21847590	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717756	cg21847590	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717756	cg21847590	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717763	cg10917287	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717763	cg10917287	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717763	cg10917287	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	promoter	12716821	12717821	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	five_prime_UTR	12717368	12717839	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717771	cg22144703	five_prime_UTR	12717368	12717839	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12717771	cg22144703	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12717771	cg22144703	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718025	cg06689961	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	exon	12717822	12718314	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	exon	12717861	12718053	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718025	cg06689961	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	exon	12717368	12718314	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718176	cg19252671	exon	12717368	12718314	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	exon	12717822	12718314	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	intron	12718054	12718824	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718176	cg19252671	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12718054	12718824	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12718315	12718824	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718602	cg02554391	intron	12718315	12718824	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718602	cg02554391	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12715884	12718824	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12718054	12718824	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12718315	12718824	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718818	cg09740133	intron	12718315	12718824	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12700091	12718824	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718818	cg09740133	intron	12700091	12718824	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	exon	12718825	12718954	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718892	cg15455156	exon	12718825	12718954	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	exon	12718825	12718954	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	exon	12718825	12718954	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	exon	12718825	12718954	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718892	cg15455156	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	exon	12718825	12718954	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718953	cg11728497	exon	12718825	12718954	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	exon	12718825	12718954	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	exon	12718825	12718954	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	exon	12718825	12718954	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	three_prime_UTR	12718947	12718954	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718953	cg11728497	three_prime_UTR	12718947	12718954	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718953	cg11728497	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	three_prime_UTR_extension	12718955	12719955	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718978	cg20028194	three_prime_UTR_extension	12718955	12719955	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	intron	12718955	12721035	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718978	cg20028194	intron	12718955	12721035	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	intron	12718955	12721035	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	intron	12718955	12721035	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718978	cg20028194	intron	12718955	12721035	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	three_prime_UTR_extension	12718955	12719955	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718990	cg26386886	three_prime_UTR_extension	12718955	12719955	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	intron	12718955	12721035	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12718990	cg26386886	intron	12718955	12721035	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	intron	12718955	12721035	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	intron	12718955	12721035	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12718990	cg26386886	intron	12718955	12721035	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	three_prime_UTR_extension	12718955	12719955	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12719665	cg05977397	three_prime_UTR_extension	12718955	12719955	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	intron	12718955	12721035	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12719665	cg05977397	intron	12718955	12721035	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	intron	12718955	12721035	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	intron	12718955	12721035	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12719665	cg05977397	intron	12718955	12721035	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	intron	12718315	12721064	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	three_prime_UTR_extension	12718955	12719955	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12719752	cg13289884	three_prime_UTR_extension	12718955	12719955	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	intron	12718955	12721035	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12719752	cg13289884	intron	12718955	12721035	+	ENST00000442489	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	intron	12718955	12721035	+	ENST00000477087	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	intron	12718955	12721035	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12719752	cg13289884	intron	12718955	12721035	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	exon	12721036	12722325	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	exon	12721036	12722369	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12721354	cg12751042	exon	12721036	12722369	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	exon	12721065	12721468	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12721354	cg12751042	three_prime_UTR	12721208	12721468	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	exon	12718825	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	three_prime_UTR	12718947	12722212	+	ENST00000614874	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	exon	12721036	12722325	+	ENST00000684771	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	exon	12721036	12722369	+	ENST00000228872	ENSG00000111276	CDKN1B	Yes
chr12	12721361	cg11591310	exon	12721036	12722369	+	ENST00000682620	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	exon	12721065	12721468	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	12721361	cg11591310	three_prime_UTR	12721208	12721468	+	ENST00000396340	ENSG00000111276	CDKN1B	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204245	25205245	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204245	25205245	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25204658	cg11559192	three_prime_UTR_extension	25204245	25205245	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204249	25205249	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204257	25205257	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204259	25205259	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204269	25205269	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25204658	cg11559192	three_prime_UTR_extension	25204342	25205342	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205246	25209794	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25206998	cg12990174	exon	25205246	25209911	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205246	25209911	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205246	25209911	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25206998	cg12990174	exon	25205246	25209911	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205246	25209911	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205250	25209911	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205250	25209911	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205258	25209794	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205258	25209911	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205260	25209794	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205260	25209911	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205270	25209911	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205270	25209911	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25205343	25209794	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25205343	25209911	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR	25206933	25209794	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	exon	25206933	25209911	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25206998	cg12990174	three_prime_UTR_extension	25206947	25207947	-	ENST00000690804	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205246	25209794	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25208733	cg20836156	exon	25205246	25209911	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205246	25209911	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205246	25209911	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25208733	cg20836156	exon	25205246	25209911	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205246	25209911	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205250	25209911	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205250	25209911	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205258	25209794	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205258	25209911	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205260	25209794	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205260	25209911	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205270	25209911	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205270	25209911	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25205343	25209794	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25205343	25209911	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25206933	25209794	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25206933	25209911	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	exon	25207948	25209911	-	ENST00000690804	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR	25207948	25209911	-	ENST00000690804	ENSG00000133703	KRAS	No
chr12	25208733	cg20836156	three_prime_UTR_extension	25208177	25209177	-	ENST00000557334	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25215436	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000688228	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000690804	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25225613	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25209912	25245273	-	ENST00000557334	ENSG00000133703	KRAS	No
chr12	25214719	cg25763538	intron	25213207	25225613	-	ENST00000690406	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	exon	25227234	25227997	-	ENST00000688228	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	promoter	25227413	25228413	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25228774	-	ENST00000690804	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25230482	-	ENST00000686877	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25209912	25245273	-	ENST00000557334	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25225774	25245273	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227338	25245273	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25245273	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25245273	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25227555	cg06874985	intron	25227413	25245273	-	ENST00000685328	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25245273	-	ENST00000688940	ENSG00000133703	KRAS	No
chr12	25227555	cg06874985	intron	25227413	25250750	-	ENST00000692768	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25235227	25245273	-	ENST00000556131	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25235227	25245273	-	ENST00000686969	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25209912	25245273	-	ENST00000557334	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25225774	25245273	-	ENST00000687356	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25227338	25245273	-	ENST00000693229	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25227413	25245273	-	ENST00000256078	ENSG00000133703	KRAS	No
chr12	25236883	ch.12.570712R	intron	25227413	25245273	-	ENST00000311936	ENSG00000133703	KRAS	Yes
chr12	25236883	ch.12.570712R	intron	25227413	25245273	-	ENST00000685328	ENSG00000133703	KRAS	No
