pathway_id	pathway_name	genes	control_cohort	count_with_plp_case	count_without_plp_case	count_with_plp_control	count_without_plp_control	p	OR	ci.int1	ci.int2	FDR	database
path:hsa04621	NOD-like receptor signaling pathway	TANK,DEFB4B,CASP12,DNM1L,NAMPT,IRF9,NOD1,TAB1,RBCK1,TXNIP,PYDC5,SUGT1,RIPK3,GABARAP,GABARAPL2,NLRP3,CHUK,CARD16,GBP4,GBP5,ANTXR2,NEK7,MAPK14,TICAM1,CTSB,PYDC2,CYBA,CYBB,DEFA1,DEFA3,DEFA4,DEFA5,DEFA6,DEFB4A,NLRP6,NLRP7,GPRC6A,NLRP1,CARD8,TAB2,PLCB1,GABARAPL1,PANX1,TAB3,TXN2,PYDC1,GBP1,GBP2,GBP3,PYCARD,TBK1,CXCL1,CXCL2,CXCL3,BIRC2,BIRC3,XIAP,HSP90AA1,HSP90AB1,STING1,IFI16,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IRGM,IKBKB,IL1B,IL6,CXCL8,IL18,IRF3,IRF7,ITPR1,ITPR2,ITPR3,JAK1,JUN,RHOA,GBP7,DEFB103A,MEFV,MAP1LC3C,MYD88,NAIP,NFKB1,NFKBIA,NFKBIB,OAS1,OAS2,OAS3,P2RX7,IRAK4,TRPV2,PLCB2,PLCB3,PLCB4,TRPM7,ATG16L1,RNF31,MFN1,PRKCD,PKN1,PKN2,DEFB103B,ERBIN,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,DHX33,MAVS,NLRC4,CARD18,BCL2,RELA,BCL2L1,RNASEL,MAPK12,CCL2,CCL5,GPSM3,NOD2,CARD9,MAP1LC3B2,STAT1,STAT2,MAP3K7,TLR4,TNF,TNFAIP3,TP53BP1,TRAF2,TRAF3,TRAF5,TRAF6,TRIP6,TRPM2,DEFA1B,TXN,TYK2,VDAC1,VDAC2,VDAC3,YWHAE,BRCC3,NLRX1,GSDMD,MAP1LC3B,SHARPIN,CAMP,CASP1,CASP4,CASP5,CASP8,ANTXR1,MAP1LC3A,CASR,CARD6,IKBKG,RIPK1,RIPK2,FADD,PSTPIP1,MCU,ATG12,NLRP12,AIM2,ATG5,IKBKE,MFN2	PMBB_noCancer	43	795	357	7712	0.335405766	1.168392289	0.823920869	1.621689099	1	KEGG
path:hsa04621	NOD-like receptor signaling pathway	TANK,DEFB4B,CASP12,DNM1L,NAMPT,IRF9,NOD1,TAB1,RBCK1,TXNIP,PYDC5,SUGT1,RIPK3,GABARAP,GABARAPL2,NLRP3,CHUK,CARD16,GBP4,GBP5,ANTXR2,NEK7,MAPK14,TICAM1,CTSB,PYDC2,CYBA,CYBB,DEFA1,DEFA3,DEFA4,DEFA5,DEFA6,DEFB4A,NLRP6,NLRP7,GPRC6A,NLRP1,CARD8,TAB2,PLCB1,GABARAPL1,PANX1,TAB3,TXN2,PYDC1,GBP1,GBP2,GBP3,PYCARD,TBK1,CXCL1,CXCL2,CXCL3,BIRC2,BIRC3,XIAP,HSP90AA1,HSP90AB1,STING1,IFI16,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IRGM,IKBKB,IL1B,IL6,CXCL8,IL18,IRF3,IRF7,ITPR1,ITPR2,ITPR3,JAK1,JUN,RHOA,GBP7,DEFB103A,MEFV,MAP1LC3C,MYD88,NAIP,NFKB1,NFKBIA,NFKBIB,OAS1,OAS2,OAS3,P2RX7,IRAK4,TRPV2,PLCB2,PLCB3,PLCB4,TRPM7,ATG16L1,RNF31,MFN1,PRKCD,PKN1,PKN2,DEFB103B,ERBIN,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,DHX33,MAVS,NLRC4,CARD18,BCL2,RELA,BCL2L1,RNASEL,MAPK12,CCL2,CCL5,GPSM3,NOD2,CARD9,MAP1LC3B2,STAT1,STAT2,MAP3K7,TLR4,TNF,TNFAIP3,TP53BP1,TRAF2,TRAF3,TRAF5,TRAF6,TRIP6,TRPM2,DEFA1B,TXN,TYK2,VDAC1,VDAC2,VDAC3,YWHAE,BRCC3,NLRX1,GSDMD,MAP1LC3B,SHARPIN,CAMP,CASP1,CASP4,CASP5,CASP8,ANTXR1,MAP1LC3A,CASR,CARD6,IKBKG,RIPK1,RIPK2,FADD,PSTPIP1,MCU,ATG12,NLRP12,AIM2,ATG5,IKBKE,MFN2	PMBB_noTumor	43	795	284	6011	0.428390459	1.1447506140000001	0.803659848	1.597165479	1	KEGG
path:hsa04622	RIG-I-like receptor signaling pathway	TANK,ADAR,CHUK,MAPK14,CYLD,DDX3X,DDX58,TKFC,TBK1,IFNE,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IKBKB,CXCL8,IL12A,IL12B,CXCL10,IRF3,IRF7,MAP3K1,NFKB1,NFKBIA,NFKBIB,PIN1,RNF125,OTUD5,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IFNK,MAVS,RELA,MAPK12,IFIH1,AZI2,MAP3K7,TNF,TRAF2,TRAF3,TRAF6,TRIM25,DHX58,NLRX1,SIKE1,CASP8,CASP10,IKBKG,TRADD,RIPK1,FADD,ATG12,ATG5,ISG15,IKBKE,TBKBP1	gnomAD	9	829	400	73623	0.052483367	1.998185518	0.903860287	3.850001835	1	KEGG
path:hsa04622	RIG-I-like receptor signaling pathway	TANK,ADAR,CHUK,MAPK14,CYLD,DDX3X,DDX58,TKFC,TBK1,IFNE,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IKBKB,CXCL8,IL12A,IL12B,CXCL10,IRF3,IRF7,MAP3K1,NFKB1,NFKBIA,NFKBIB,PIN1,RNF125,OTUD5,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IFNK,MAVS,RELA,MAPK12,IFIH1,AZI2,MAP3K7,TNF,TRAF2,TRAF3,TRAF6,TRIM25,DHX58,NLRX1,SIKE1,CASP8,CASP10,IKBKG,TRADD,RIPK1,FADD,ATG12,ATG5,ISG15,IKBKE,TBKBP1	PMBB_noCancer	9	829	92	7977	1	0.941328382	0.415683701	1.875312739	1	KEGG
path:hsa04622	RIG-I-like receptor signaling pathway	TANK,ADAR,CHUK,MAPK14,CYLD,DDX3X,DDX58,TKFC,TBK1,IFNE,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IKBKB,CXCL8,IL12A,IL12B,CXCL10,IRF3,IRF7,MAP3K1,NFKB1,NFKBIA,NFKBIB,PIN1,RNF125,OTUD5,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IFNK,MAVS,RELA,MAPK12,IFIH1,AZI2,MAP3K7,TNF,TRAF2,TRAF3,TRAF6,TRIM25,DHX58,NLRX1,SIKE1,CASP8,CASP10,IKBKG,TRADD,RIPK1,FADD,ATG12,ATG5,ISG15,IKBKE,TBKBP1	PMBB_noTumor	9	829	69	6226	1	0.979600308	0.428246035	1.979327233	1	KEGG
path:hsa04623	Cytosolic DNA-sensing pathway	ADAR,POLR3F,POLR3G,POLR3C,RIPK3,POLR3A,TREX1,NLRP3,CHUK,CGAS,GSDME,POLR3H,DNASE2,MLKL,DDX58,SAMHD1,PYCARD,TBK1,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IKBKB,IL1B,IL6,IL18,CXCL10,IRF3,IRF7,CCL4L1,MEFV,NFKB1,NFKBIA,NFKBIB,POLR1D,POLR3K,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3B,POLR3E,MAVS,DNASE2B,RELA,CCL4,CCL5,POLR3D,GSDMD,ZBP1,CASP1,CASP3,CASP7,CASP8,POLR3GL,IKBKG,RIPK1,FADD,IL33,AIM2,POLR1C,CCL4L2,IKBKE	gnomAD	17	821	602	73421	7.49103e-4	2.52534089	1.454166459	4.102809643	0.251698747	KEGG
path:hsa04623	Cytosolic DNA-sensing pathway	ADAR,POLR3F,POLR3G,POLR3C,RIPK3,POLR3A,TREX1,NLRP3,CHUK,CGAS,GSDME,POLR3H,DNASE2,MLKL,DDX58,SAMHD1,PYCARD,TBK1,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IKBKB,IL1B,IL6,IL18,CXCL10,IRF3,IRF7,CCL4L1,MEFV,NFKB1,NFKBIA,NFKBIB,POLR1D,POLR3K,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3B,POLR3E,MAVS,DNASE2B,RELA,CCL4,CCL5,POLR3D,GSDMD,ZBP1,CASP1,CASP3,CASP7,CASP8,POLR3GL,IKBKG,RIPK1,FADD,IL33,AIM2,POLR1C,CCL4L2,IKBKE	PMBB_noCancer	17	821	124	7945	0.306307585	1.326664967	0.745008294	2.225151117	1	KEGG
path:hsa04623	Cytosolic DNA-sensing pathway	ADAR,POLR3F,POLR3G,POLR3C,RIPK3,POLR3A,TREX1,NLRP3,CHUK,CGAS,GSDME,POLR3H,DNASE2,MLKL,DDX58,SAMHD1,PYCARD,TBK1,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IKBKB,IL1B,IL6,IL18,CXCL10,IRF3,IRF7,CCL4L1,MEFV,NFKB1,NFKBIA,NFKBIB,POLR1D,POLR3K,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3B,POLR3E,MAVS,DNASE2B,RELA,CCL4,CCL5,POLR3D,GSDMD,ZBP1,CASP1,CASP3,CASP7,CASP8,POLR3GL,IKBKG,RIPK1,FADD,IL33,AIM2,POLR1C,CCL4L2,IKBKE	PMBB_noTumor	17	821	99	6196	0.309685682	1.295877484	0.722113444	2.195135669	1	KEGG
path:hsa04625	C-type lectin receptor signaling pathway	AKT3,CLEC4M,IRF9,MALT1,NLRP3,CHUK,PLK3,MAPK14,CYLD,CALML6,EGR2,EGR3,AKT1,AKT2,FCER1G,RRAS2,MRAS,ARHGEF12,CLEC4E,PYCARD,CD209,HRAS,CLEC4D,IKBKB,IL1B,IL2,IL6,IL10,IL12A,IL12B,IRF1,ITPR1,ITPR2,ITPR3,JUN,KRAS,RHOA,LSP1,MDM2,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NRAS,PAK1,CLEC1B,IL23A,CALML5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,IL17D,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCD,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTGS2,PTPN11,RAF1,RELA,RELB,BCL3,RRAS,MAPK12,CCL17,CCL22,CARD9,CLEC7A,SRC,STAT1,STAT2,SYK,TNF,CALM1,CALM2,CALM3,CALML3,CASP1,CASP8,PIK3R3,IKBKG,CBLB,KSR1,BCL10,MAP3K14,CALML4,MAPKAPK2,CLEC6A,IKBKE	gnomAD	17	821	754	73269	0.008582678	2.012051397	1.160203906	3.263109752	1	KEGG
path:hsa04625	C-type lectin receptor signaling pathway	AKT3,CLEC4M,IRF9,MALT1,NLRP3,CHUK,PLK3,MAPK14,CYLD,CALML6,EGR2,EGR3,AKT1,AKT2,FCER1G,RRAS2,MRAS,ARHGEF12,CLEC4E,PYCARD,CD209,HRAS,CLEC4D,IKBKB,IL1B,IL2,IL6,IL10,IL12A,IL12B,IRF1,ITPR1,ITPR2,ITPR3,JUN,KRAS,RHOA,LSP1,MDM2,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NRAS,PAK1,CLEC1B,IL23A,CALML5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,IL17D,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCD,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTGS2,PTPN11,RAF1,RELA,RELB,BCL3,RRAS,MAPK12,CCL17,CCL22,CARD9,CLEC7A,SRC,STAT1,STAT2,SYK,TNF,CALM1,CALM2,CALM3,CALML3,CASP1,CASP8,PIK3R3,IKBKG,CBLB,KSR1,BCL10,MAP3K14,CALML4,MAPKAPK2,CLEC6A,IKBKE	PMBB_noCancer	17	821	168	7901	1	0.973821746	0.551263824	1.616741642	1	KEGG
path:hsa04625	C-type lectin receptor signaling pathway	AKT3,CLEC4M,IRF9,MALT1,NLRP3,CHUK,PLK3,MAPK14,CYLD,CALML6,EGR2,EGR3,AKT1,AKT2,FCER1G,RRAS2,MRAS,ARHGEF12,CLEC4E,PYCARD,CD209,HRAS,CLEC4D,IKBKB,IL1B,IL2,IL6,IL10,IL12A,IL12B,IRF1,ITPR1,ITPR2,ITPR3,JUN,KRAS,RHOA,LSP1,MDM2,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NRAS,PAK1,CLEC1B,IL23A,CALML5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,IL17D,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCD,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTGS2,PTPN11,RAF1,RELA,RELB,BCL3,RRAS,MAPK12,CCL17,CCL22,CARD9,CLEC7A,SRC,STAT1,STAT2,SYK,TNF,CALM1,CALM2,CALM3,CALML3,CASP1,CASP8,PIK3R3,IKBKG,CBLB,KSR1,BCL10,MAP3K14,CALML4,MAPKAPK2,CLEC6A,IKBKE	PMBB_noTumor	17	821	124	6171	0.894796376	1.03048056	0.578619014	1.728630472	1	KEGG
path:hsa04630	JAK-STAT signaling pathway	AKT3,STAM2,CDKN1A,IRF9,PIAS3,IL24,CISH,IL22RA2,SOCS4,CNTF,CNTFR,IL31RA,CREBBP,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CSH2,CTF1,IL23R,IFNLR1,EGF,EGFR,EP300,EPO,EPOR,AKT1,AKT2,FHL1,CLCF1,IL27,MTOR,GFAP,GH1,GH2,GHR,IFNL2,IFNL3,IFNL1,GRB2,IL19,SOCS7,AOX1,HRAS,IFNE,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IFNW1,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,JAK1,JAK2,JAK3,IL31,LEP,LEPR,LIF,LIFR,MCL1,MPL,MYC,OSM,IL20,IL21R,IL22,PDGFA,PDGFB,PDGFRA,IL23A,PIAS4,PDGFRB,PIK3CA,PIK3CB,PIM1,PIK3CD,PIK3R1,PIK3R2,IL20RA,IL20RB,IL26,PRL,PRLR,IFNK,PTPN2,PTPN6,PTPN11,RAF1,IL22RA1,IL21,CCND1,BCL2,BCL2L1,CRLF2,SOS1,SOS2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,THPO,TYK2,STAM,PIK3R3,TSLP,PIAS1,SOCS1,SOCS2,CCND2,CCND3,SOCS3,PIAS2,OSMR,SOCS6,IL27RA,SOCS5	gnomAD	28	810	1146	72877	2.1686e-4	2.198306962	1.444893785	3.21869923	0.072864825	KEGG
path:hsa04630	JAK-STAT signaling pathway	AKT3,STAM2,CDKN1A,IRF9,PIAS3,IL24,CISH,IL22RA2,SOCS4,CNTF,CNTFR,IL31RA,CREBBP,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CSH2,CTF1,IL23R,IFNLR1,EGF,EGFR,EP300,EPO,EPOR,AKT1,AKT2,FHL1,CLCF1,IL27,MTOR,GFAP,GH1,GH2,GHR,IFNL2,IFNL3,IFNL1,GRB2,IL19,SOCS7,AOX1,HRAS,IFNE,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IFNW1,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,JAK1,JAK2,JAK3,IL31,LEP,LEPR,LIF,LIFR,MCL1,MPL,MYC,OSM,IL20,IL21R,IL22,PDGFA,PDGFB,PDGFRA,IL23A,PIAS4,PDGFRB,PIK3CA,PIK3CB,PIM1,PIK3CD,PIK3R1,PIK3R2,IL20RA,IL20RB,IL26,PRL,PRLR,IFNK,PTPN2,PTPN6,PTPN11,RAF1,IL22RA1,IL21,CCND1,BCL2,BCL2L1,CRLF2,SOS1,SOS2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,THPO,TYK2,STAM,PIK3R3,TSLP,PIAS1,SOCS1,SOCS2,CCND2,CCND3,SOCS3,PIAS2,OSMR,SOCS6,IL27RA,SOCS5	PMBB_noCancer	28	810	263	7806	0.918559538	1.025997395	0.664281071	1.529690001	1	KEGG
path:hsa04630	JAK-STAT signaling pathway	AKT3,STAM2,CDKN1A,IRF9,PIAS3,IL24,CISH,IL22RA2,SOCS4,CNTF,CNTFR,IL31RA,CREBBP,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CSH2,CTF1,IL23R,IFNLR1,EGF,EGFR,EP300,EPO,EPOR,AKT1,AKT2,FHL1,CLCF1,IL27,MTOR,GFAP,GH1,GH2,GHR,IFNL2,IFNL3,IFNL1,GRB2,IL19,SOCS7,AOX1,HRAS,IFNE,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IFNW1,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,JAK1,JAK2,JAK3,IL31,LEP,LEPR,LIF,LIFR,MCL1,MPL,MYC,OSM,IL20,IL21R,IL22,PDGFA,PDGFB,PDGFRA,IL23A,PIAS4,PDGFRB,PIK3CA,PIK3CB,PIM1,PIK3CD,PIK3R1,PIK3R2,IL20RA,IL20RB,IL26,PRL,PRLR,IFNK,PTPN2,PTPN6,PTPN11,RAF1,IL22RA1,IL21,CCND1,BCL2,BCL2L1,CRLF2,SOS1,SOS2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,THPO,TYK2,STAM,PIK3R3,TSLP,PIAS1,SOCS1,SOCS2,CCND2,CCND3,SOCS3,PIAS2,OSMR,SOCS6,IL27RA,SOCS5	PMBB_noTumor	28	810	186	6109	0.51811473	1.135303623	0.729394006	1.708639932	1	KEGG
path:hsa04640	Hematopoietic cell lineage	CD24,LOC102723407,CR1,CR1L,CR2,CSF1,CSF1R,CSF2,CSF2RA,CSF3,CSF3R,CD55,DNTT,EPO,EPOR,FCER2,FCGR1A,FLT3,FLT3LG,GP1BA,GP1BB,GP5,GP9,ANPEP,GYPA,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL1A,IL1B,IL1R1,IL2RA,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL7,IL7R,IL9R,IL11,IL11RA,ITGA6,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGAM,ITGB3,KIT,KITLG,MME,TFRC,THPO,TNF,IL1R2,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD3D,CD3E,CD3G,CD4,CD5,CD7,CD8A,CD8B,CD8B2,CD9,CD14,CD19,MS4A1,CD22,CD33,CD34,CD36,CD37,CD38,CD44,CD59	gnomAD	22	816	1249	72774	0.042925527	1.570857395	0.975370246	2.405677126	1	KEGG
path:hsa04640	Hematopoietic cell lineage	CD24,LOC102723407,CR1,CR1L,CR2,CSF1,CSF1R,CSF2,CSF2RA,CSF3,CSF3R,CD55,DNTT,EPO,EPOR,FCER2,FCGR1A,FLT3,FLT3LG,GP1BA,GP1BB,GP5,GP9,ANPEP,GYPA,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL1A,IL1B,IL1R1,IL2RA,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL7,IL7R,IL9R,IL11,IL11RA,ITGA6,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGAM,ITGB3,KIT,KITLG,MME,TFRC,THPO,TNF,IL1R2,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD3D,CD3E,CD3G,CD4,CD5,CD7,CD8A,CD8B,CD8B2,CD9,CD14,CD19,MS4A1,CD22,CD33,CD34,CD36,CD37,CD38,CD44,CD59	PMBB_noCancer	22	816	243	7826	0.594007795	0.868285807	0.530982646	1.354768458	1	KEGG
path:hsa04640	Hematopoietic cell lineage	CD24,LOC102723407,CR1,CR1L,CR2,CSF1,CSF1R,CSF2,CSF2RA,CSF3,CSF3R,CD55,DNTT,EPO,EPOR,FCER2,FCGR1A,FLT3,FLT3LG,GP1BA,GP1BB,GP5,GP9,ANPEP,GYPA,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL1A,IL1B,IL1R1,IL2RA,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL7,IL7R,IL9R,IL11,IL11RA,ITGA6,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGAM,ITGB3,KIT,KITLG,MME,TFRC,THPO,TNF,IL1R2,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD3D,CD3E,CD3G,CD4,CD5,CD7,CD8A,CD8B,CD8B2,CD9,CD14,CD19,MS4A1,CD22,CD33,CD34,CD36,CD37,CD38,CD44,CD59	PMBB_noTumor	22	816	186	6109	0.662709908	0.885490189	0.538502992	1.391176536	1	KEGG
path:hsa05163	Human cytomegalovirus infection	AKT3,CDK4,CDK6,CDKN1A,CDKN2A,CREB3,GNA13,GNB5,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,AKAP13,ADCY7,ADCY8,CHUK,ADCY9,CGAS,CCR1,CCR3,CCR5,CREB1,ATF2,ATF6B,CRK,CRKL,MAPK14,CREB3L4,CTNNB1,CALML6,E2F1,E2F2,E2F3,EGFR,ADCY4,EIF4EBP1,ELK1,AKT1,AKT2,PTK2B,PLCB1,ARHGEF12,MTOR,GNA11,GNA12,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,GRB2,TBK1,PDIA3,GSK3B,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HRAS,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,FAS,IKBKB,IL1B,IL1R1,FASLG,IL6,IL6R,CXCL8,CXCR2,IL10RA,IL10RB,IRF3,ITGAV,ITGB3,ITPR1,ITPR2,ITPR3,JAK1,KRAS,RHOA,CCL4L1,CCL3L3,MDM2,MYC,ATF4,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NRAS,PDGFRA,GNG13,CALML5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB2,PLCB3,PLCB4,CYCS,GNG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,GNG12,MAPK11,MAPK13,MAP2K1,MAP2K2,MAP2K6,B2M,PTGER1,PTGER2,PTGER3,PTGER4,PTGS2,PTK2,BAK1,BAX,PXN,RAC1,RAC2,RAC3,RAF1,RB1,GNB4,CCND1,RELA,RHEB,ROCK1,RPS6KB1,RPS6KB2,MAPK12,CCL2,CCL3,CCL3L1,CCL4,CCL5,BID,CX3CL1,CXCL12,CREB3L2,SOS1,SOS2,SP1,SRC,STAT3,TAP1,TAP2,TAPBP,TNF,TNFRSF1A,TP53,TRAF2,TRAF5,TSC1,TSC2,VEGFA,CXCR4,CALM1,CALM2,CALM3,CALML3,CALR,CASP3,CASP8,CASP9,CREB3L3,PIK3R3,IKBKG,TRADD,RIPK1,FADD,CREB3L1,ARHGEF1,CALML4,GNG8,ROCK2,CCL4L2,BCAR1,CREB5,ARHGEF11	gnomAD	51	787	1639	72384	3.16e-10	2.861835317	2.103409884	3.81915907	1.06e-7	KEGG
