pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
MEDICUS: CONDENSIN LOADING	Other high-grade glioma	33	6262	5.126260928480449	0.06488957562380378	0.5853046052756984	20.68688326084799	1	PMBB	0.5242255758538522	33/6295	Other high-grade glioma: MEDICUS: CONDENSIN LOADING
VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS	DIPG or DMG	578	73445	4.982044181197597	0.06492062443654298	0.5862089792285294	19.02404514902183	1	gnomAD	0.7808383880685733	578/74023	DIPG or DMG: VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS
FC GAMMA R MEDIATED PHAGOCYTOSIS	Ependymoma	80	6215	3.4261402357764297	0.0649225311421749	0.6753883823321837	10.806259988623527	1	PMBB	1.2708498808578237	80/6295	Ependymoma: FC GAMMA R MEDIATED PHAGOCYTOSIS
MEDICUS: FSHR GNAS PKA SIGNALING PATHWAY	DIPG or DMG	48	6247	5.1009555425589435	0.06497268333820387	0.5850195405210158	20.40512744274992	1	PMBB	0.7625099285146942	48/6295	DIPG or DMG: MEDICUS: FSHR GNAS PKA SIGNALING PATHWAY
MEDICUS: MISMATCH REPAIR	DIPG or DMG	48	6247	5.1009555425589435	0.06497268333820387	0.5850195405210158	20.40512744274992	1	PMBB	0.7625099285146942	48/6295	DIPG or DMG: MEDICUS: MISMATCH REPAIR
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Atypical Teratoid Rhabdoid Tumor	96	6199	5.162145668155787	0.06497348305198641	0.5845741838537145	21.20024051853219	1	PMBB	1.5250198570293885	96/6295	Atypical Teratoid Rhabdoid Tumor: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
HOMOLOGOUS RECOMBINATION	Other high-grade glioma	1471	72552	2.7399060937253523	0.06525999716836331	0.7259483647338102	7.338304937608132	1	gnomAD	1.9872201883198466	1471/74023	Other high-grade glioma: HOMOLOGOUS RECOMBINATION
MEDICUS: GLUCONEOGENESIS	Mixed neuronal-glial tumor	388	73635	4.929795876511	0.0653210717503899	0.5844009124541761	18.537069526268613	1	gnomAD	0.5241614092917066	388/74023	Mixed neuronal-glial tumor: MEDICUS: GLUCONEOGENESIS
PPAR SIGNALING PATHWAY	Ependymoma	190	6105	2.433645675733388	0.06570771873530974	0.7563598183790269	6.070964337445811	1	PMBB	3.0182684670373314	190/6295	Ependymoma: PPAR SIGNALING PATHWAY
MEDICUS: MUTATION CAUSED ABERRANT HTT TO RETROGRADE AXONAL TRANSPORT	Other high-grade glioma	2774	71249	2.201512716235016	0.06584491736946896	0.7806899266789928	5.042657570016029	1	gnomAD	3.747483890142253	2774/74023	Other high-grade glioma: MEDICUS: MUTATION CAUSED ABERRANT HTT TO RETROGRADE AXONAL TRANSPORT
WNT SIGNALING PATHWAY	Choroid plexus tumor	147	6148	5.224577562823874	0.06615126992203306	0.577671201890201	22.54523961662078	1	PMBB	2.335186656076251	147/6295	Choroid plexus tumor: WNT SIGNALING PATHWAY
ENDOCYTOSIS	Craniopharyngioma	1770	72253	3.4016153164600755	0.0662264277351992	0.6695717781965539	10.780540698830865	1	gnomAD	2.3911486970266	1770/74023	Craniopharyngioma: ENDOCYTOSIS
MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE	Medulloblastoma	322	73701	4.8690578004931675	0.0664405119848559	0.5787685719076205	18.22640205607831	1	gnomAD	0.4349999324534266	322/74023	Medulloblastoma: MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE
MTOR SIGNALING PATHWAY	Medulloblastoma	323	73700	4.853989800688113	0.0667971905822543	0.5769765895443597	18.169275427395746	1	gnomAD	0.4363508639206733	323/74023	Medulloblastoma: MTOR SIGNALING PATHWAY
MEDICUS: HOMOLOGOUS RECOMBINATION	Low-grade glioma	1336	72687	2.043391137453476	0.06682061220852444	0.8690772985521723	4.111799139485442	1	gnomAD	1.8048444402415467	1336/74023	Low-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION
MEDICUS: TETHERING OF LATE ENDOSOMES AND LYSOSOMES	Low-grade glioma	506	73517	2.6780462851869924	0.06699928776768485	0.7204028773979839	6.998138491987237	1	gnomAD	0.6835713224268133	506/74023	Low-grade glioma: MEDICUS: TETHERING OF LATE ENDOSOMES AND LYSOSOMES
LONG TERM DEPRESSION	Mesenchymal tumor	1662	72361	5.12182249093255	0.06706414113374282	0.5735208036891722	21.604431718333377	0.8047696936049138	gnomAD	2.24524809856396	1662/74023	Mesenchymal tumor: LONG TERM DEPRESSION
MEDICUS: HOMOLOGOUS RECOMBINATION	Low-grade glioma	113	6182	2.0543619881027335	0.06743846205829485	0.8547397667085358	4.262343639781698	1	PMBB	1.795075456711676	113/6295	Low-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION
PRION DISEASES	Ependymoma	975	73048	3.305209373410605	0.06780469964483667	0.6639940094684383	10.10545204543875	1	gnomAD	1.3171581805655	975/74023	Ependymoma: PRION DISEASES
ARGININE AND PROLINE METABOLISM	Craniopharyngioma	1788	72235	3.3665295314081307	0.06783152647948756	0.6626724009109345	10.668256909118597	1	gnomAD	2.4154654634370396	1788/74023	Craniopharyngioma: ARGININE AND PROLINE METABOLISM
NON HOMOLOGOUS END JOINING	Other high-grade glioma	34	6261	4.973779544845116	0.06819005551065023	0.5686676075656948	20.030871147397153	1	PMBB	0.5401111993645751	34/6295	Other high-grade glioma: NON HOMOLOGOUS END JOINING
RIG I LIKE RECEPTOR SIGNALING PATHWAY	Mixed neuronal-glial tumor	398	73625	4.804360386220741	0.06825844582883363	0.5696914870889287	18.065840583966878	1	gnomAD	0.5376707239641734	398/74023	Mixed neuronal-glial tumor: RIG I LIKE RECEPTOR SIGNALING PATHWAY
CELL CYCLE	Choroid plexus tumor	150	6145	5.117755661425927	0.06850796432594579	0.5659474554721817	22.077589949786294	1	PMBB	2.3828435266084194	150/6295	Choroid plexus tumor: CELL CYCLE
MEDICUS: KINETOCHORE MICROTUBULE ATTACHMENT	DIPG or DMG	599	73424	4.8065761950747	0.06906161635746993	0.5655438746346043	18.348979530026533	1	gnomAD	0.8092079488807533	599/74023	DIPG or DMG: MEDICUS: KINETOCHORE MICROTUBULE ATTACHMENT
SMALL CELL LUNG CANCER	Other high-grade glioma	2142	71881	2.3631750214407243	0.06974885606456839	0.7437658682080435	5.786240617854732	1	gnomAD	2.89369520284236	2142/74023	Other high-grade glioma: SMALL CELL LUNG CANCER
ABC TRANSPORTERS	Mixed neuronal-glial tumor	438	5857	1.9377660356398163	0.07028037547246783	0.8835373055711785	3.8167744871649503	1	PMBB	6.957903097696584	438/6295	Mixed neuronal-glial tumor: ABC TRANSPORTERS
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	Ependymoma	1617	72406	2.6731674454363077	0.07029494314391836	0.7069619674325786	7.180811132492473	1	gnomAD	2.18445618253786	1617/74023	Ependymoma: PHOSPHATIDYLINOSITOL SIGNALING SYSTEM
HISTIDINE METABOLISM	Medulloblastoma	1193	72830	2.654130944659471	0.07043868343301217	0.7070223624311567	7.045900817030314	1	gnomAD	1.611661240425273	1193/74023	Medulloblastoma: HISTIDINE METABOLISM
MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL	Atypical Teratoid Rhabdoid Tumor	1198	72825	4.862827033998119	0.07054647743753868	0.5576196289945349	19.53778130208248	1	gnomAD	1.6184158977615066	1198/74023	Atypical Teratoid Rhabdoid Tumor: MEDICUS: CA2 ENTRY VOLTAGE GATED CA2 CHANNEL
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	Atypical Teratoid Rhabdoid Tumor	101	6194	4.903271945318522	0.0708875709004296	0.5555776820758337	20.111622604391172	1	PMBB	1.6044479745830023	101/6295	Atypical Teratoid Rhabdoid Tumor: NATURAL KILLER CELL MEDIATED CYTOTOXICITY
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	Medulloblastoma	61	6234	3.2955199066876295	0.07100302551893489	0.649708190844669	10.39720204794289	1	PMBB	0.9690230341540906	61/6295	Medulloblastoma: METABOLISM OF XENOBIOTICS BY CYTOCHROME P450
MEDICUS: ASSEMBLY AND TRAFFICKING OF TELOMERASE	Low-grade glioma	145	73878	4.652677964351397	0.07150448385896147	0.5547028651608166	17.311177959717813	1	gnomAD	0.19588506275076667	145/74023	Low-grade glioma: MEDICUS: ASSEMBLY AND TRAFFICKING OF TELOMERASE
STEROID HORMONE BIOSYNTHESIS	Other high-grade glioma	128	6167	2.6758596190667023	0.07217963220893808	0.6993315205415834	7.32193236976681	1	PMBB	2.033359809372518	128/6295	Other high-grade glioma: STEROID HORMONE BIOSYNTHESIS
MEDICUS: MUTATION ACTIVATED SMO TO HEDGEHOG SIGNALING PATHWAY	Low-grade glioma	320	73703	3.169427598700096	0.07267650378601771	0.6452021632277898	9.469369900927918	1	gnomAD	0.4322980695189333	320/74023	Low-grade glioma: MEDICUS: MUTATION ACTIVATED SMO TO HEDGEHOG SIGNALING PATHWAY
MEDICUS: MUTATION INACTIVATED PTCH1 TO HEDGEHOG SIGNALING PATHWAY	Low-grade glioma	320	73703	3.169427598700096	0.07267650378601771	0.6452021632277898	9.469369900927918	1	gnomAD	0.4322980695189333	320/74023	Low-grade glioma: MEDICUS: MUTATION INACTIVATED PTCH1 TO HEDGEHOG SIGNALING PATHWAY
SMALL CELL LUNG CANCER	Other high-grade glioma	183	6112	2.3515524205134057	0.07305375346776041	0.7321428879565569	5.850284689509994	1	PMBB	2.9070691024622715	183/6295	Other high-grade glioma: SMALL CELL LUNG CANCER
AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	Neurofibroma plexiform	188	6107	4.995217171831524	0.07324802912959934	0.5434986513093196	22.301664833059725	0.8057283204255927	PMBB	2.9864972200158855	188/6295	Neurofibroma plexiform: AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM
MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE	Low-grade glioma	322	73701	3.149652892750891	0.07372897041674156	0.6411982797503776	9.410153401242223	1	gnomAD	0.4349999324534266	322/74023	Low-grade glioma: MEDICUS: BASE EXCISION AND STRAND CLEAVAGE BY MONOFUNCTIONAL GLYCOSYLASE
MEDICUS: ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	623	73400	4.619898702538518	0.0738984557704494	0.5436293420719138	17.633506592614804	1	gnomAD	0.8416303040946732	623/74023	DIPG or DMG: MEDICUS: ELECTRON TRANSFER IN COMPLEX I
FRUCTOSE AND MANNOSE METABOLISM	Other tumor	134	6161	4.837729918732003	0.0740486834531928	0.5410201660055571	20.378941629988514	1	PMBB	2.128673550436855	134/6295	Other tumor: FRUCTOSE AND MANNOSE METABOLISM
MEDICUS: HOMOLOGOUS RECOMBINATION	Meningioma	1336	72687	4.731301133572892	0.07445006732375088	0.5400995191839757	19.176541513000085	1	gnomAD	1.8048444402415467	1336/74023	Meningioma: MEDICUS: HOMOLOGOUS RECOMBINATION
MEDICUS: HOMOLOGOUS RECOMBINATION	Meningioma	113	6182	4.755220337456696	0.07506271165166152	0.5370615254048071	19.62828277336756	1	PMBB	1.795075456711676	113/6295	Meningioma: MEDICUS: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	Other high-grade glioma	130	6165	2.633868090046758	0.07538177002479425	0.6885091011138964	7.204443616961686	1	PMBB	2.0651310563939633	130/6295	Other high-grade glioma: HOMOLOGOUS RECOMBINATION
STARCH AND SUCROSE METABOLISM	Meningioma	249	6046	3.3099305357919158	0.07554409227182746	0.6301293674939393	11.126956958356716	1	PMBB	3.955520254169976	249/6295	Meningioma: STARCH AND SUCROSE METABOLISM
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	Ependymoma	140	6155	2.6239545989519115	0.07633627845456276	0.6853104538933734	7.188173399148825	1	PMBB	2.2239872915011913	140/6295	Ependymoma: PHOSPHATIDYLINOSITOL SIGNALING SYSTEM
MEDICUS: LRP6 OVEREXPRESSION TO WNT SIGNALING PATHWAY	Low-grade glioma	530	73493	2.5559983738010468	0.07639483204324714	0.6876798366387734	6.678784390670711	1	gnomAD	0.7159936776407333	530/74023	Low-grade glioma: MEDICUS: LRP6 OVEREXPRESSION TO WNT SIGNALING PATHWAY
MEDICUS: GLOBAL GENOME NER	Mixed neuronal-glial tumor	77	6218	3.18655142808058	0.07642332674827618	0.6292377340823112	10.023814140334254	1	PMBB	1.2231930103256552	77/6295	Mixed neuronal-glial tumor: MEDICUS: GLOBAL GENOME NER
RIG I LIKE RECEPTOR SIGNALING PATHWAY	Mixed neuronal-glial tumor	35	6260	4.643799215130016	0.07645800810063363	0.5317831351674397	18.63574821752787	1	PMBB	0.5559968228752978	35/6295	Mixed neuronal-glial tumor: RIG I LIKE RECEPTOR SIGNALING PATHWAY
OOCYTE MEIOSIS	Ependymoma	1666	72357	2.592869445419931	0.07654574859350899	0.6857316256265129	6.967086280303274	1	gnomAD	2.2506518244329468	1666/74023	Ependymoma: OOCYTE MEIOSIS
MEDICUS: THYROID HORMONE SIGNALING PATHWAY	Low-grade glioma	151	73872	4.467036332732235	0.07660434735430924	0.5328198239480217	16.610332525236664	1	gnomAD	0.20399065155424664	151/74023	Low-grade glioma: MEDICUS: THYROID HORMONE SIGNALING PATHWAY
MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	637	73386	4.518076103517729	0.07676941546346028	0.5316071849321011	17.24118820023696	1	gnomAD	0.8605433446361267	637/74023	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT SNCA TO ELECTRON TRANSFER IN COMPLEX I
GALACTOSE METABOLISM	Meningioma	1360	72663	4.645977058958545	0.0767722386333801	0.5304039211152516	18.831311782912625	1	gnomAD	1.8372667954554667	1360/74023	Meningioma: GALACTOSE METABOLISM
FC GAMMA R MEDIATED PHAGOCYTOSIS	Craniopharyngioma	868	73155	4.555796417925024	0.0768042095257204	0.531095439303709	17.70675044405566	1	gnomAD	1.1726085135701065	868/74023	Craniopharyngioma: FC GAMMA R MEDIATED PHAGOCYTOSIS
CITRATE CYCLE TCA CYCLE	Medulloblastoma	1234	72789	2.5644193405876985	0.07753522907000328	0.6831868430601706	6.809438141193464	1	gnomAD	1.6670494305823866	1234/74023	Medulloblastoma: CITRATE CYCLE TCA CYCLE
MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	643	73380	4.4753954986602915	0.07801067218908678	0.5266148484755112	17.078312232002016	1	gnomAD	0.8686489334396067	643/74023	DIPG or DMG: MEDICUS: MUTATION CAUSED ABERRANT TDP43 TO ELECTRON TRANSFER IN COMPLEX I
MTOR SIGNALING PATHWAY	Medulloblastoma	29	6266	4.595043302297142	0.078386383547804	0.5238313724486677	18.615777199570225	1	PMBB	0.46068308181096107	29/6295	Medulloblastoma: MTOR SIGNALING PATHWAY
MEDICUS: CONDENSIN LOADING	Other high-grade glioma	449	73574	4.428752154217559	0.0785119692930519	0.5249275614342903	16.662401914174303	1	gnomAD	0.6065682287937533	449/74023	Other high-grade glioma: MEDICUS: CONDENSIN LOADING
ERBB SIGNALING PATHWAY	Ependymoma	1039	72984	3.098871910782638	0.07862455058160901	0.62261491367169	9.472677068683845	1	gnomAD	1.4036177944692867	1039/74023	Ependymoma: ERBB SIGNALING PATHWAY
MEDICUS: IFN RIPK1 3 SIGNALING PATHWAY	Ependymoma	483	73540	4.413227794653782	0.07911650851085912	0.5225170859530447	16.64000991313774	1	gnomAD	0.65249989868014	483/74023	Ependymoma: MEDICUS: IFN RIPK1 3 SIGNALING PATHWAY
REGULATION OF ACTIN CYTOSKELETON	Germ cell tumor	228	6067	4.835037256941252	0.0792798163150073	0.5179201570142918	22.346993574883548	0.3963990815750365	PMBB	3.6219221604447975	228/6295	Germ cell tumor: REGULATION OF ACTIN CYTOSKELETON
MEDICUS: FGF FGFR RAS ERK SIGNALING PATHWAY	Ependymoma	40	6255	4.530505051901472	0.07937482238362963	0.5202462294993777	18.08566630450616	1	PMBB	0.6354249404289118	40/6295	Ependymoma: MEDICUS: FGF FGFR RAS ERK SIGNALING PATHWAY
PPAR SIGNALING PATHWAY	Ependymoma	2388	71635	2.2726636467518797	0.07957198530437781	0.7137115566510784	5.582590141663057	1	gnomAD	3.2260243437850398	2388/74023	Ependymoma: PPAR SIGNALING PATHWAY
ADIPOCYTOKINE SIGNALING PATHWAY	Mesenchymal tumor	1838	72185	4.619590850957234	0.07986407101150689	0.5173874302229572	19.485566829764554	0.9583688521380826	gnomAD	2.4830120367993733	1838/74023	Mesenchymal tumor: ADIPOCYTOKINE SIGNALING PATHWAY
CHRONIC MYELOID LEUKEMIA	DIPG or DMG	652	73371	4.412941200871493	0.07988452955706592	0.5192983852253705	16.839651697566	1	gnomAD	0.8808073166448266	652/74023	DIPG or DMG: CHRONIC MYELOID LEUKEMIA
STARCH AND SUCROSE METABOLISM	Non-neoplastic tumor	2697	71326	3.1734503385509405	0.08068562501239136	0.6129220731291095	10.407206061020947	1	gnomAD	3.6434621671642597	2697/74023	Non-neoplastic tumor: STARCH AND SUCROSE METABOLISM
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	Medulloblastoma	778	73245	3.0367946934107284	0.08134214567121754	0.6137941812225256	9.184471789812083	1	gnomAD	1.0510246815179065	778/74023	Medulloblastoma: METABOLISM OF XENOBIOTICS BY CYTOCHROME P450
LONG TERM DEPRESSION	Other high-grade glioma	134	6161	2.553716071031302	0.08199966254881977	0.6678195827780979	6.980029468134072	1	PMBB	2.128673550436855	134/6295	Other high-grade glioma: LONG TERM DEPRESSION
MEDICUS: DNA REPLICATION LICENSING	Ependymoma	41	6254	4.4191712423628315	0.0826649499852669	0.5078896301759872	17.61525381440374	1	PMBB	0.6513105639396346	41/6295	Ependymoma: MEDICUS: DNA REPLICATION LICENSING
LYSOSOME	Schwannoma	512	5783	3.3873970967414637	0.08364000874040696	0.59719265365129	13.211098930421771	0.5854800611828487	PMBB	8.133439237490071	512/6295	Schwannoma: LYSOSOME
MEDICUS: MEVALONATE PATHWAY	Mixed neuronal-glial tumor	450	73573	4.246467544551959	0.08420108122771512	0.5037134091725471	15.955612534137055	1	gnomAD	0.6079191602609999	450/74023	Mixed neuronal-glial tumor: MEDICUS: MEVALONATE PATHWAY
GAP JUNCTION	DIPG or DMG	121	6174	3.0605010960465844	0.08429755422550317	0.6023067820924246	9.685992542411293	1	PMBB	1.9221604447974585	121/6295	DIPG or DMG: GAP JUNCTION
PEROXISOME	Ependymoma	2431	71592	2.2310425694141074	0.08435555578663681	0.7006777586204594	5.481059621409891	1	gnomAD	3.2841143968766464	2431/74023	Ependymoma: PEROXISOME
INOSITOL PHOSPHATE METABOLISM	Non-neoplastic tumor	108	6187	4.404273989994723	0.0846015481953792	0.5004633321720053	17.968795338823266	1	PMBB	1.715647339158062	108/6295	Non-neoplastic tumor: INOSITOL PHOSPHATE METABOLISM
MEDICUS: DOUBLE STRAND BREAK SIGNALING	Other high-grade glioma	84	6211	3.0376762595598237	0.08500390371117283	0.60036858088173	9.540865261778166	1	PMBB	1.334392374900715	84/6295	Other high-grade glioma: MEDICUS: DOUBLE STRAND BREAK SIGNALING
MEDICUS: MUTATION INACTIVATED PINK1 TO ELECTRON TRANSFER IN COMPLEX I	DIPG or DMG	677	73346	4.248440019647236	0.08516311251341856	0.49999434367182666	16.21018350990842	1	gnomAD	0.9145806033259932	677/74023	DIPG or DMG: MEDICUS: MUTATION INACTIVATED PINK1 TO ELECTRON TRANSFER IN COMPLEX I
CITRATE CYCLE TCA CYCLE	Medulloblastoma	107	6188	2.5138545084846977	0.0851718904233893	0.6587848116348577	6.847071388583646	1	PMBB	1.6997617156473392	107/6295	Medulloblastoma: CITRATE CYCLE TCA CYCLE
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	Other high-grade glioma	1617	72406	2.487717595631708	0.0854117464284049	0.6591592690436652	6.662836374251727	1	gnomAD	2.18445618253786	1617/74023	Other high-grade glioma: PHOSPHATIDYLINOSITOL SIGNALING SYSTEM
MEDICUS: TCR PLCG ITPR SIGNALING PATHWAY	Low-grade glioma	28	6267	3.0791682294185314	0.08634055080530523	0.594583677811551	10.088064761823023	1	PMBB	0.4447974583002383	28/6295	Low-grade glioma: MEDICUS: TCR PLCG ITPR SIGNALING PATHWAY
MEDICUS: GLYCOGEN BIOSYNTHESIS	Mixed neuronal-glial tumor	457	73566	4.181019019447999	0.08642721812828023	0.49597581395662943	15.708489522981735	1	gnomAD	0.6173756805317265	457/74023	Mixed neuronal-glial tumor: MEDICUS: GLYCOGEN BIOSYNTHESIS
ERBB SIGNALING PATHWAY	Ependymoma	91	6204	3.0068075826645972	0.08699766768217934	0.594181671651928	9.446714418054073	1	PMBB	1.4455917394757745	91/6295	Ependymoma: ERBB SIGNALING PATHWAY
INOSITOL PHOSPHATE METABOLISM	Other high-grade glioma	1014	73009	2.958811468043079	0.08702563920357381	0.5954356103919167	9.017922946879342	1	gnomAD	1.36984450778812	1014/74023	Other high-grade glioma: INOSITOL PHOSPHATE METABOLISM
ACUTE MYELOID LEUKEMIA	Ependymoma	511	73512	4.169655502476371	0.08705237104803314	0.4937809428029936	15.718110377389609	1	gnomAD	0.6903259797630467	511/74023	Ependymoma: ACUTE MYELOID LEUKEMIA
WNT SIGNALING PATHWAY	Ependymoma	147	6148	2.4964878777952193	0.08737459438011101	0.652363509316477	6.831074211085412	1	PMBB	2.335186656076251	147/6295	Ependymoma: WNT SIGNALING PATHWAY
LYSOSOME	Schwannoma	6154	67869	3.3084371669963253	0.08756792015678917	0.5849412909447765	12.853861650045454	0.6129754410975242	gnomAD	8.313632249435985	6154/74023	Schwannoma: LYSOSOME
MEDICUS: TRANSCRIPTION COUPLED NER	Low-grade glioma	784	73239	2.1624489113712744	0.08816407786538873	0.6931566827726735	5.145710624211702	1	gnomAD	1.0591302703213865	784/74023	Low-grade glioma: MEDICUS: TRANSCRIPTION COUPLED NER
NEUROACTIVE LIGAND RECEPTOR INTERACTION	Schwannoma	2877	71146	4.495694313731338	0.08877459430015477	0.4840034794386093	20.614342370749142	0.6214221601010834	gnomAD	3.88662983126866	2877/74023	Schwannoma: NEUROACTIVE LIGAND RECEPTOR INTERACTION
PENTOSE AND GLUCURONATE INTERCONVERSIONS	Medulloblastoma	382	73641	4.101149136960047	0.08890901437739412	0.48780426076925115	15.332752961045012	1	gnomAD	0.5160558204882266	382/74023	Medulloblastoma: PENTOSE AND GLUCURONATE INTERCONVERSIONS
GALACTOSE METABOLISM	Meningioma	125	6170	4.289938573545627	0.08905063305765056	0.48508892037545465	17.67706818671691	1	PMBB	1.9857029388403495	125/6295	Meningioma: GALACTOSE METABOLISM
PATHWAYS IN CANCER	Mixed neuronal-glial tumor	499	5796	0.3017295456902827	0.08957437328941621	0.035794107948620216	1.1336275376903668	1	PMBB	7.926926131850676	499/6295	Mixed neuronal-glial tumor: PATHWAYS IN CANCER
CELL CYCLE	Other tumor	150	6145	4.310199772217493	0.08970226686828327	0.4826075866141675	18.12793341927115	1	PMBB	2.3828435266084194	150/6295	Other tumor: CELL CYCLE
MEDICUS: CCR CXCR GNB G PI3K RAC SIGNALING PATHWAY	Low-grade glioma	166	73857	4.062873359218692	0.08982896259739785	0.48499444461282926	15.083723714537292	1	gnomAD	0.22425462356294668	166/74023	Low-grade glioma: MEDICUS: CCR CXCR GNB G PI3K RAC SIGNALING PATHWAY
PATHWAYS IN CANCER	Low-grade glioma	5385	68638	1.4805890005389153	0.08983502001555278	0.9163211905936711	2.2883376999578027	1	gnomAD	7.2747659511233	5385/74023	Low-grade glioma: PATHWAYS IN CANCER
MEDICUS: HOMOLOGOUS RECOMBINATION IN ICLR	Other high-grade glioma	1029	72994	2.9150859653690255	0.08997941043798113	0.586651383897838	8.884802345931497	1	gnomAD	1.39010847979682	1029/74023	Other high-grade glioma: MEDICUS: HOMOLOGOUS RECOMBINATION IN ICLR
O GLYCAN BIOSYNTHESIS	Low-grade glioma	13	6282	4.410637201123788	0.09001283758375507	0.48045912637442	19.665532384236055	1	PMBB	0.20651310563939632	13/6295	Low-grade glioma: O GLYCAN BIOSYNTHESIS
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	Craniopharyngioma	953	73070	4.144288282619355	0.09004851450533141	0.4832557791807532	16.10499311847398	1	gnomAD	1.2874376882860732	953/74023	Craniopharyngioma: NATURAL KILLER CELL MEDIATED CYTOTOXICITY
FC GAMMA R MEDIATED PHAGOCYTOSIS	Craniopharyngioma	80	6215	4.197065222632616	0.09021857583606564	0.4820176706275046	16.762090861295725	1	PMBB	1.2708498808578237	80/6295	Craniopharyngioma: FC GAMMA R MEDIATED PHAGOCYTOSIS
MEDICUS: LRP6 OVEREXPRESSION TO WNT SIGNALING PATHWAY	Medulloblastoma	68	6227	2.9530809103085476	0.09050212984606236	0.5837898408837263	9.273895186458594	1	PMBB	1.0802223987291502	68/6295	Medulloblastoma: MEDICUS: LRP6 OVEREXPRESSION TO WNT SIGNALING PATHWAY
PATHWAYS IN CANCER	Neurofibroma plexiform	5385	68638	3.1864461045455856	0.09077356034220072	0.5768753935227291	11.813026264068261	0.9985091637642078	gnomAD	7.2747659511233	5385/74023	Neurofibroma plexiform: PATHWAYS IN CANCER
MEDICUS: MEVALONATE PATHWAY	Mixed neuronal-glial tumor	39	6256	4.164516621781318	0.0912416020669775	0.47881175183764074	16.592742007970156	1	PMBB	0.619539316918189	39/6295	Mixed neuronal-glial tumor: MEDICUS: MEVALONATE PATHWAY
MEDICUS: PKR EIF2ALPHA SIGNALING PATHWAY	Medulloblastoma	32	6263	4.16217392143769	0.09190923000900798	0.476531778582223	16.72637117909398	1	PMBB	0.5083399523431295	32/6295	Medulloblastoma: MEDICUS: PKR EIF2ALPHA SIGNALING PATHWAY
LONG TERM DEPRESSION	Other high-grade glioma	1662	72361	2.41867849551389	0.09217509243668613	0.6409109374105081	6.476251685146534	1	gnomAD	2.24524809856396	1662/74023	Other high-grade glioma: LONG TERM DEPRESSION
CELL CYCLE	Ependymoma	150	6145	2.445142285958219	0.09233253519980772	0.6391594818848182	6.688716191584364	1	PMBB	2.3828435266084194	150/6295	Ependymoma: CELL CYCLE
GAP JUNCTION	DIPG or DMG	1498	72525	2.904759488765728	0.09244032082387875	0.5788857540948061	9.006280462605648	1	gnomAD	2.0236953379355067	1498/74023	DIPG or DMG: GAP JUNCTION
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	Other high-grade glioma	140	6155	2.441826127066785	0.09244961517986829	0.6389577519343701	6.668081676999066	1	PMBB	2.2239872915011913	140/6295	Other high-grade glioma: PHOSPHATIDYLINOSITOL SIGNALING SYSTEM
MEDICUS: HEDGEHOG SIGNALING PATHWAY	Low-grade glioma	568	73455	2.383620842794708	0.0925425065036234	0.6415286221577924	6.225086394667171	1	gnomAD	0.7673290733961067	568/74023	Low-grade glioma: MEDICUS: HEDGEHOG SIGNALING PATHWAY
CYTOSOLIC DNA SENSING PATHWAY	Other high-grade glioma	41	6254	4.120575665283559	0.09272864912299451	0.47421476581716565	16.387433738150982	1	PMBB	0.6513105639396346	41/6295	Other high-grade glioma: CYTOSOLIC DNA SENSING PATHWAY
GLYCOSAMINOGLYCAN DEGRADATION	Mixed neuronal-glial tumor	135	6160	2.4329604740334876	0.09324267841070666	0.6369841051081154	6.637812425149993	1	PMBB	2.144559173947578	135/6295	Mixed neuronal-glial tumor: GLYCOSAMINOGLYCAN DEGRADATION
