"pathway_id"	"genes"	"pathway_name"	"count_with_plp_control"	"total_cohort_size_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_GLYCEROLIPID_METABOLISM"	"AGK,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AKR1A1,AKR1B1,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,AWAT2,CEL,DGAT1,DGAT2,DGKA,DGKB,DGKD,DGKE,DGKG,DGKH,DGKI,DGKQ,DGKZ,GK,GK2,GLA,GLYCTK,GPAM,GPAT2,GPAT3,GPAT4,LCLAT1,LIPC,LIPF,LIPG,LPL,MBOAT1,MBOAT2,MGLL,PLPP1,PLPP2,PLPP3,PNLIP,PNLIPRP1,PNLIPRP2,PNPLA3,TKFC"	"KEGG_GLYCEROLIPID_METABOLISM"	79	6295	6216	8	830	822	0.613246379630232	0.765802733811589	0.31834722549694	1.59159718801209	1	677
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	"ACHE,ADPRM,AGPAT1,AGPAT2,AGPAT3,AGPAT4,CDIPT,CDS1,CDS2,CHAT,CHKA,CHKB,CHPT1,CRLS1,DGKA,DGKB,DGKD,DGKE,DGKG,DGKH,DGKI,DGKQ,DGKZ,ETNK1,ETNK2,GNPAT,GPAM,GPAT2,GPAT3,GPAT4,GPD1,GPD1L,GPD2,JMJD7-PLA2G4B,LCAT,LCLAT1,LPCAT1,LPCAT2,LPCAT3,LPCAT4,LPGAT1,LYPLA1,LYPLA2,MBOAT1,MBOAT2,MBOAT7,PCYT1A,PCYT1B,PCYT2,PEMT,PGS1,PHOSPHO1,PISD,PLA2G10,PLA2G12A,PLA2G12B,PLA2G15,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PLD1,PLD2,PLPP1,PLPP2,PLPP3,PTDSS1,PTDSS2,TAFAZZIN"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	69	6295	6226	12	830	818	0.381560566832354	1.32363450577492	0.649626888741806	2.4762717887459	1	677
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	"AGXT,AGXT2,ALAS1,ALAS2,AMT,AOC2,AOC3,BHMT,CBS,CHDH,CTH,DAO,DLD,DMGDH,GAMT,GATM,GCAT,GLDC,GLYCTK,GNMT,MAOA,MAOB,PHGDH,PIPOX,PSAT1,PSPH,SARDH,SDS,SHMT1,SHMT2,SRR"	"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	76	6295	6219	11	830	819	0.736594520153288	1.09899386607621	0.524252382647005	2.09060153429344	1	677
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS"	"ACSS1,ACSS2,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1A1,ALDH1A3,ALDH1B1,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1,ALDH3B2,ALDH7A1,ALDH9A1,ALDOA,ALDOB,ALDOC,BPGM,DLAT,DLD,ENO1,ENO2,ENO3,FBP1,FBP2,G6PC1,G6PC2,GALM,GAPDH,GCK,GPI,HK1,HK2,HK3,LDHA,LDHAL6A,LDHAL6B,LDHB,LDHC,PCK1,PCK2,PDHA1,PDHA2,PDHB,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGAM4,PGK1,PGK2,PGM1,PGM2,PKLR,PKM,TPI1"	"KEGG_GLYCOLYSIS_GLUCONEOGENESIS"	214	6295	6081	23	830	807	0.409503130286682	0.809892853502134	0.499395221803754	1.25708413720868	1	677
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	"B3GALT6,B3GAT1,B3GAT2,B3GAT3,B4GALT7,CHPF,CHPF2,CHST11,CHST12,CHST13,CHST14,CHST15,CHST3,CHST7,CHSY1,CHSY3,CSGALNACT1,CSGALNACT2,DSE,UST,XYLT1,XYLT2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	27	6295	6268	3	830	827	1	0.842182205610892	0.163136506265605	2.74602556429611	1	677
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	"B3GALT6,B3GAT1,B3GAT2,B3GAT3,B4GALT7,EXT1,EXT2,EXTL1,EXTL2,EXTL3,GLCE,HS2ST1,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS3ST5,HS6ST1,HS6ST2,HS6ST3,NDST1,NDST2,NDST3,NDST4,XYLT1,XYLT2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	63	6295	6232	2	830	828	0.0300734619173799	0.238966848070767	0.0282694113048959	0.902797259868069	1	677
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	"B3GNT2,B3GNT7,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GAT1,CHST1,CHST2,CHST4,CHST6,FUT8,ST3GAL1,ST3GAL2,ST3GAL3"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	11	6295	6284	1	830	829	1	0.689142126904298	0.0159906653188848	4.75243675444313	1	677
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	"ARSB,GALNS,GLB1,GNS,GUSB,HEXA,HEXB,HGSNAT,HPSE,HPSE2,HS3ST3A1,HS3ST3B1,HYAL1,HYAL2,HYAL3,HYAL4,IDS,IDUA,NAGLU,SGSH,SPAM1"	"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	135	6295	6160	19	830	811	0.799115167680893	1.06901484873337	0.620705403055216	1.74670970974779	1	677
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	"B3GALT4,B4GALNT1,GLB1,HEXA,HEXB,SLC33A1,ST3GAL1,ST3GAL2,ST3GAL5,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA5"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	57	6295	6238	7	830	823	1	0.930827936466698	0.356949103748723	2.05413885781342	1	677
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	"A4GALT,B3GALNT1,B3GALT5,FUT1,FUT2,FUT9,GBGT1,GLA,HEXA,HEXB,NAGA,ST3GAL1,ST3GAL2,ST8SIA1"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	45	6295	6250	2	830	828	0.16596674275981	0.335514242626173	0.0393562406214079	1.28862800264247	1	677
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	"DPM2,GPAA1,GPLD1,PGAP1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ"	"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	87	6295	6208	9	830	821	0.62995500552237	0.782250017448369	0.344810417141518	1.56246072912534	1	677
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	"ACO1,ACO2,AFMID,CS,GLYCTK,GRHPR,HAO1,HAO2,HYI,MDH1,MDH2,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,PGP"	"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	28	6295	6267	8	830	822	0.0627669090871727	2.17799637757367	0.85489168676872	4.92535644574914	1	677
"KEGG_GNRH_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ATF4,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CDC42,CGA,EGFR,ELK1,FSHB,GNA11,GNAQ,GNAS,GNRH1,GNRH2,GNRHR,GRB2,HBEGF,HRAS,ITPR1,ITPR2,ITPR3,JMJD7-PLA2G4B,JUN,KRAS,LHB,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MMP14,MMP2,NRAS,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PLCB1,PLCB2,PLCB3,PLCB4,PLD1,PLD2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCD,PRKX,PTK2B,RAF1,SOS1,SOS2,SRC"	"KEGG_GNRH_SIGNALING_PATHWAY"	142	6295	6153	17	830	813	0.802837964791816	0.906055668218732	0.510684707649609	1.5125447678251	1	677
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	"CD28,CD80,CD86,FAS,FASLG,GZMB,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,IFNG,IL1A,IL1B,IL2,IL6,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DL5A,KIR3DL1,KIR3DL2,KLRC1,KLRD1,PRF1,TNF"	"KEGG_GRAFT_VERSUS_HOST_DISEASE"	14	6295	6281	1	830	829	1	0.541222905368123	0.0127868361907471	3.56616249522503	1	677
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"BMP2,BMP4,BMP5,BMP6,BMP7,BMP8A,BMP8B,BTRC,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,DHH,FBXW11,GAS1,GLI1,GLI2,GLI3,GSK3B,HHIP,IHH,LRP2,PRKACA,PRKACB,PRKACG,PRKX,PTCH1,PTCH2,RAB23,SHH,SMO,STK36,SUFU,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B,ZIC2"	"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	57	6295	6238	12	830	818	0.132701131307451	1.60531951435393	0.780563088784323	3.0420539564197	1	677
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	"ANPEP,CD14,CD19,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD22,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3G,CD4,CD44,CD5,CD55,CD59,CD7,CD8A,CD8B,CD9,CR1,CR2,CSF1,CSF1R,CSF2,CSF2RA,CSF3,CSF3R,DNTT,EPO,EPOR,FCER2,FCGR1A,FLT3,FLT3LG,GP1BA,GP1BB,GP5,GP9,GYPA,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL11,IL11RA,IL1A,IL1B,IL1R1,IL1R2,IL2RA,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL7,IL7R,IL9R,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGAM,ITGB3,KIT,KITLG,MME,MS4A1,TFRC,THPO,TNF,TPO"	"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	167	6295	6128	19	830	811	0.642808690148608	0.859719112162736	0.502007578937439	1.39470899414565	1	677
"KEGG_HISTIDINE_METABOLISM"	"ACY3,ALDH1A3,ALDH1B1,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1,ALDH3B2,ALDH7A1,ALDH9A1,AMDHD1,AOC1,ASPA,BUD23,CNDP1,DDC,FTCD,HAL,HDC,HEMK1,HNMT,LCMT1,LCMT2,MAOA,MAOB,METTL2B,METTL6,TRMT11,UROC1"	"KEGG_HISTIDINE_METABOLISM"	89	6295	6206	15	830	815	0.355990214853966	1.28333029464546	0.686081618534048	2.24584658395417	1	677
"KEGG_HOMOLOGOUS_RECOMBINATION"	"BLM,BRCA2,EME1,MRE11,MUS81,NBN,POLD1,POLD2,POLD3,POLD4,RAD50,RAD51,RAD51B,RAD51C,RAD51D,RAD52,RAD54B,RAD54L,RPA1,RPA2,RPA3,RPA4,SEM1,SSBP1,TOP3A,TOP3B,XRCC2,XRCC3"	"KEGG_HOMOLOGOUS_RECOMBINATION"	130	6295	6165	24	830	806	0.127316954279241	1.41201935837265	0.86781259317284	2.21050356301304	1	677
"KEGG_HUNTINGTONS_DISEASE"	"AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APAF1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC1P5,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BAX,BBC3,BDNF,CASP3,CASP8,CASP9,CLTA,CLTB,CLTC,CLTCL1,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX6CP3,COX7A1,COX7A2,COX7A2L,COX7B,COX7B2,COX7C,COX8A,COX8C,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBBP,CYC1,CYCS,DCTN1,DCTN2,DCTN4,DLG4,DNAH1,DNAH2,DNAH3,DNAI1,DNAI2,DNAL1,DNAL4,DNALI1,EP300,GNAQ,GPX1,GRIN1,GRIN2B,GRM5,HAP1,HDAC1,HDAC2,HIP1,HTT,IFT57,ITPR1,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,NDUFA1,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NRF1,PLCB1,PLCB2,PLCB3,PLCB4,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2J2,POLR2J3,POLR2K,POLR2L,PPARG,PPARGC1A,PPID,RCOR1,REST,SDHA,SDHB,SDHC,SDHD,SIN3A,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SOD1,SOD2,SP1,TAF4,TAF4B,TBP,TBPL1,TBPL2,TFAM,TGM2,TP53,UCP1,UQCR10,UQCR10P1,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRHL,UQCRQ,VDAC1,VDAC2,VDAC2P5,VDAC3"	"KEGG_HUNTINGTONS_DISEASE"	196	6295	6099	35	830	795	0.0952317570789788	1.36987508996297	0.920395421950363	1.98767360529789	1	677
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"ACE,ACTB,ACTC1,ACTG1,ATP2A2,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,DAG1,DES,DMD,EMD,IGF1,IL6,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,LAMA2,LMNA,MYBPC3,MYH6,MYH7,MYL2,MYL3,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3,RYR2,SGCA,SGCB,SGCD,SGCG,SLC8A1,TGFB1,TGFB2,TGFB3,TNF,TNNC1,TNNI3,TNNT2,TPM1,TPM2,TPM3,TPM4,TTN"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	412	6295	5883	39	830	791	0.0404296971283426	0.704059892644697	0.489302088047184	0.988444286335416	1	677
"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	"ALDH6A1,CDIPT,IMPA1,IMPA2,INPP1,INPP4A,INPP4B,INPP5A,INPP5B,INPP5E,INPP5J,INPP5K,INPPL1,IPMK,IPPK,ISYNA1,ITPK1,ITPKA,ITPKB,MINPP1,MIOX,OCRL,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIKFYVE,PIP4K2A,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCZ1,PTEN,SYNJ1,SYNJ2,TPI1"	"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	108	6295	6187	17	830	813	0.481450738660489	1.19784760861875	0.669563942266706	2.02102509982978	1	677
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	"AICDA,CCL25,CCL27,CCL28,CCR10,CCR9,CD28,CD40,CD40LG,CD80,CD86,CXCL12,CXCR4,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,ICOS,ICOSLG,IL10,IL15,IL15RA,IL2,IL4,IL5,IL6,ITGA4,ITGB7,LTBR,MADCAM1,MAP3K14,PIGR,TGFB1,TNFRSF13B,TNFRSF13C,TNFRSF17,TNFSF13,TNFSF13B"	"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	32	6295	6263	3	830	827	0.792145667132222	0.710013578120957	0.138822010221427	2.27734974181788	1	677
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,BCL2L1,CBL,CBLB,CBLC,CCND1,CCND2,CCND3,CISH,CLCF1,CNTF,CNTFR,CREBBP,CRLF2,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CTF1,EP300,EPO,EPOR,GH1,GH2,GHR,GRB2,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNG,IFNGR1,IFNGR2,IFNK,IFNL1,IFNL2,IFNL3,IFNLR1,IFNW1,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL19,IL2,IL20,IL20RA,IL20RB,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL26,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IRF9,JAK1,JAK2,JAK3,LEP,LEPR,LIF,LIFR,MPL,MYC,OSM,OSMR,PIAS1,PIAS2,PIAS3,PIAS4,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIM1,PRL,PRLR,PTPN11,PTPN6,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SPRED1,SPRED2,SPRY1,SPRY2,SPRY3,SPRY4,STAM,STAM2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TPO,TSLP,TYK2"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	165	6295	6130	27	830	803	0.303678277458236	1.24913608082898	0.793752859624233	1.89890386692587	1	677
"KEGG_LEISHMANIA_INFECTION"	"C3,CR1,CYBA,ELK1,FCGR1A,FCGR2A,FCGR2C,FCGR3A,FCGR3B,FOS,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFNG,IFNGR1,IFNGR2,IL10,IL12A,IL12B,IL1A,IL1B,IL4,IRAK1,IRAK4,ITGA4,ITGAM,ITGB1,ITGB2,JAK1,JAK2,JUN,MAP3K7,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MARCKSL1,MYD88,NCF1,NCF2,NCF4,NFKB1,NFKBIA,NFKBIB,NOS2,PRKCB,PTGS2,PTPN6,RELA,STAT1,TAB1,TAB2,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TNF,TRAF6"	"KEGG_LEISHMANIA_INFECTION"	95	6295	6200	15	830	815	0.547607266040409	1.20112695373717	0.643707444431443	2.09507174155986	1	677
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"ACTB,ACTG1,ACTN1,ACTN2,ACTN3,ACTN4,AFDN,ARHGAP35,ARHGAP5,BCAR1,CD99,CDC42,CDH5,CLDN1,CLDN10,CLDN11,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN22,CLDN23,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CTNNA1,CTNNA2,CTNNA3,CTNNB1,CTNND1,CXCL12,CXCR4,CYBA,CYBB,ESAM,EZR,F11R,GNAI1,GNAI2,GNAI3,ICAM1,ITGA4,ITGAL,ITGAM,ITGB1,ITGB2,ITK,JAM2,JAM3,MAPK11,MAPK12,MAPK13,MAPK14,MMP2,MMP9,MSN,MYL10,MYL11,MYL12A,MYL12B,MYL2,MYL5,MYL7,MYL9,NCF1,NCF2,NCF4,NOX1,NOX3,OCLN,PECAM1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG1,PLCG2,PRKCA,PRKCB,PRKCG,PTK2,PTK2B,PTPN11,PXN,RAC1,RAC2,RAP1A,RAP1B,RAPGEF3,RAPGEF4,RASSF5,RHOA,RHOH,ROCK1,ROCK2,SIPA1,THY1,TXK,VASP,VAV1,VAV2,VAV3,VCAM1,VCL"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	96	6295	6199	19	830	811	0.106384080189055	1.51269652036324	0.868096905517065	2.50887563030548	1	677
"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	"ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ECHS1,EHHADH,HADHA,NAA80,YOD1"	"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	63	6295	6232	6	830	824	0.571827868028241	0.720325459930092	0.253932923384265	1.66442806508373	1	677
"KEGG_LINOLEIC_ACID_METABOLISM"	"AKR1B10,ALOX15,CYP1A2,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP3A4,CYP3A43,CYP3A5,CYP3A7,JMJD7-PLA2G4B,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6"	"KEGG_LINOLEIC_ACID_METABOLISM"	22	6295	6273	6	830	824	0.130115406992324	2.07597277108567	0.686565779773885	5.29962342513489	1	677
"KEGG_LONG_TERM_DEPRESSION"	"ARAF,BRAF,CACNA1A,CRH,CRHR1,GNA11,GNA12,GNA13,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNAZ,GRIA1,GRIA2,GRIA3,GRID2,GRM1,GRM5,GUCY1A1,GUCY1A2,GUCY1B1,HRAS,IGF1,IGF1R,ITPR1,ITPR2,ITPR3,JMJD7-PLA2G4B,KRAS,LYN,MAP2K1,MAP2K2,MAPK1,MAPK3,NOS1,NRAS,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PLCB1,PLCB2,PLCB3,PLCB4,PPP1R17,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PRKCA,PRKCB,PRKCG,PRKG1,PRKG2,RAF1,RYR1"	"KEGG_LONG_TERM_DEPRESSION"	134	6295	6161	25	830	805	0.104906861123476	1.42778993481357	0.8865291463693	2.21659762046754	1	677
"KEGG_LONG_TERM_POTENTIATION"	"ADCY1,ADCY8,ARAF,ATF4,BRAF,CACNA1C,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CHP1,CHP2,CREBBP,EP300,GNAQ,GRIA1,GRIA2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRM1,GRM5,HRAS,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,PLCB1,PLCB2,PLCB3,PLCB4,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PPP1R1A,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,RAF1,RAP1A,RAP1B,RAPGEF3,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6"	"KEGG_LONG_TERM_POTENTIATION"	58	6295	6237	11	830	819	0.257281146737861	1.44420564089818	0.680620301290776	2.79341222495227	1	677
"KEGG_LYSINE_DEGRADATION"	"AADAT,AASDH,AASDHPPT,AASS,ACAT1,ACAT2,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ASH1L,BBOX1,DLST,DOT1L,ECHS1,EHHADH,EHMT1,EHMT2,GCDH,HADH,HADHA,KMT5A,KMT5B,KMT5C,NSD1,NSD2,NSD3,OGDH,OGDHL,PIPOX,PLOD1,PLOD2,PLOD3,SETD1A,SETD1B,SETD2,SETD7,SETDB1,SETDB2,SETMAR,SUV39H1,SUV39H2,TMLHE"	"KEGG_LYSINE_DEGRADATION"	135	6295	6160	20	830	810	0.612292258672338	1.12661046245925	0.66311502129104	1.82215845509901	1	677
