"pathway_id"	"genes"	"pathway_name"	"population"	"total_cohort_size_control"	"count_with_plp_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	"B3GALT4,B4GALNT1,GLB1,HEXA,HEXB,SLC33A1,ST3GAL1,ST3GAL2,ST3GAL5,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA5"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	"all"	74023	596	73427	7	830	823	0.843897366853261	1.04789495806999	0.418153683585717	2.18229663072214	1	677
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	"A4GALT,B3GALNT1,B3GALT5,FUT1,FUT2,FUT9,GBGT1,GLA,HEXA,HEXB,NAGA,ST3GAL1,ST3GAL2,ST8SIA1"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	"all"	74023	404	73619	2	830	828	0.338630195564208	0.440190967104709	0.0530398646151324	1.60536625165146	1	677
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	"DPM2,GPAA1,GPLD1,PGAP1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ"	"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	"all"	74023	811	73212	9	830	821	1	0.989602603351942	0.449257269009651	1.89722261790027	1	677
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	"ACO1,ACO2,AFMID,CS,GLYCTK,GRHPR,HAO1,HAO2,HYI,MDH1,MDH2,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,PGP"	"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	"all"	74023	338	73685	8	830	822	0.0616152507178675	2.1216629242834	0.90548011261753	4.24879791094479	1	677
"KEGG_GNRH_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ATF4,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CDC42,CGA,EGFR,ELK1,FSHB,GNA11,GNAQ,GNAS,GNRH1,GNRH2,GNRHR,GRB2,HBEGF,HRAS,ITPR1,ITPR2,ITPR3,JMJD7-PLA2G4B,JUN,KRAS,LHB,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MMP14,MMP2,NRAS,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PLCB1,PLCB2,PLCB3,PLCB4,PLD1,PLD2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCD,PRKX,PTK2B,RAF1,SOS1,SOS2,SRC"	"KEGG_GNRH_SIGNALING_PATHWAY"	"all"	74023	1677	72346	17	830	813	0.813895078343803	0.902070118207614	0.521619377324501	1.45784826031074	1	677
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	"CD28,CD80,CD86,FAS,FASLG,GZMB,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,IFNG,IL1A,IL1B,IL2,IL6,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DL5A,KIR3DL1,KIR3DL2,KLRC1,KLRD1,PRF1,TNF"	"KEGG_GRAFT_VERSUS_HOST_DISEASE"	"all"	74023	139	73884	1	830	829	1	0.641184612586458	0.0160996033948598	3.64152341150141	1	677
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"BMP2,BMP4,BMP5,BMP6,BMP7,BMP8A,BMP8B,BTRC,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,DHH,FBXW11,GAS1,GLI1,GLI2,GLI3,GSK3B,HHIP,IHH,LRP2,PRKACA,PRKACB,PRKACG,PRKX,PTCH1,PTCH2,RAB23,SHH,SMO,STK36,SUFU,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B,ZIC2"	"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"all"	74023	418	73605	12	830	818	0.00347535510422726	2.58311685748837	1.31853464776621	4.58486889495061	1	677
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	"ANPEP,CD14,CD19,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD22,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3G,CD4,CD44,CD5,CD55,CD59,CD7,CD8A,CD8B,CD9,CR1,CR2,CSF1,CSF1R,CSF2,CSF2RA,CSF3,CSF3R,DNTT,EPO,EPOR,FCER2,FCGR1A,FLT3,FLT3LG,GP1BA,GP1BB,GP5,GP9,GYPA,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL11,IL11RA,IL1A,IL1B,IL1R1,IL1R2,IL2RA,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL7,IL7R,IL9R,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGAM,ITGB3,KIT,KITLG,MME,MS4A1,TFRC,THPO,TNF,TPO"	"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	"all"	74023	1750	72273	18	830	812	0.818147842285836	0.915492751118898	0.538523051079434	1.46055595397341	1	677
"KEGG_HISTIDINE_METABOLISM"	"ACY3,ALDH1A3,ALDH1B1,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1,ALDH3B2,ALDH7A1,ALDH9A1,AMDHD1,AOC1,ASPA,BUD23,CNDP1,DDC,FTCD,HAL,HDC,HEMK1,HNMT,LCMT1,LCMT2,MAOA,MAOB,METTL2B,METTL6,TRMT11,UROC1"	"KEGG_HISTIDINE_METABOLISM"	"all"	74023	1193	72830	15	830	815	0.58051492524607	1.12357592859781	0.623911732492169	1.87181833929102	1	677
"KEGG_HOMOLOGOUS_RECOMBINATION"	"BLM,BRCA2,EME1,MRE11,MUS81,NBN,POLD1,POLD2,POLD3,POLD4,RAD50,RAD51,RAD51B,RAD51C,RAD51D,RAD52,RAD54B,RAD54L,RPA1,RPA2,RPA3,RPA4,SEM1,SSBP1,TOP3A,TOP3B,XRCC2,XRCC3"	"KEGG_HOMOLOGOUS_RECOMBINATION"	"all"	74023	1471	72552	24	830	806	0.0785764877043776	1.46859397962129	0.93234965473682	2.2097371750586	1	677
"KEGG_HUNTINGTONS_DISEASE"	"AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APAF1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC1P5,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BAX,BBC3,BDNF,CASP3,CASP8,CASP9,CLTA,CLTB,CLTC,CLTCL1,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX6CP3,COX7A1,COX7A2,COX7A2L,COX7B,COX7B2,COX7C,COX8A,COX8C,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBBP,CYC1,CYCS,DCTN1,DCTN2,DCTN4,DLG4,DNAH1,DNAH2,DNAH3,DNAI1,DNAI2,DNAL1,DNAL4,DNALI1,EP300,GNAQ,GPX1,GRIN1,GRIN2B,GRM5,HAP1,HDAC1,HDAC2,HIP1,HTT,IFT57,ITPR1,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,NDUFA1,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NRF1,PLCB1,PLCB2,PLCB3,PLCB4,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2J2,POLR2J3,POLR2K,POLR2L,PPARG,PPARGC1A,PPID,RCOR1,REST,SDHA,SDHB,SDHC,SDHD,SIN3A,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SOD1,SOD2,SP1,TAF4,TAF4B,TBP,TBPL1,TBPL2,TFAM,TGM2,TP53,UCP1,UQCR10,UQCR10P1,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRHL,UQCRQ,VDAC1,VDAC2,VDAC2P5,VDAC3"	"KEGG_HUNTINGTONS_DISEASE"	"all"	74023	2404	71619	34	830	796	0.16821526003931	1.27249885820842	0.872913211142488	1.79836816882163	1	677
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"ACE,ACTB,ACTC1,ACTG1,ATP2A2,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,DAG1,DES,DMD,EMD,IGF1,IL6,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,LAMA2,LMNA,MYBPC3,MYH6,MYH7,MYL2,MYL3,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3,RYR2,SGCA,SGCB,SGCD,SGCG,SLC8A1,TGFB1,TGFB2,TGFB3,TNF,TNNC1,TNNI3,TNNT2,TPM1,TPM2,TPM3,TPM4,TTN"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"all"	74023	3444	70579	39	830	791	0.933882920762067	1.01041757553893	0.711745737611681	1.396642708216	1	677
"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	"ALDH6A1,CDIPT,IMPA1,IMPA2,INPP1,INPP4A,INPP4B,INPP5A,INPP5B,INPP5E,INPP5J,INPP5K,INPPL1,IPMK,IPPK,ISYNA1,ITPK1,ITPKA,ITPKB,MINPP1,MIOX,OCRL,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIKFYVE,PIP4K2A,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCZ1,PTEN,SYNJ1,SYNJ2,TPI1"	"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	"all"	74023	1014	73009	17	830	813	0.0983591095941782	1.50551045753357	0.869222306430263	2.43769190162197	1	677
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	"AICDA,CCL25,CCL27,CCL28,CCR10,CCR9,CD28,CD40,CD40LG,CD80,CD86,CXCL12,CXCR4,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,ICOS,ICOSLG,IL10,IL15,IL15RA,IL2,IL4,IL5,IL6,ITGA4,ITGB7,LTBR,MADCAM1,MAP3K14,PIGR,TGFB1,TNFRSF13B,TNFRSF13C,TNFRSF17,TNFSF13,TNFSF13B"	"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	"all"	74023	237	73786	3	830	827	0.751569576518476	1.12938017461642	0.230765866713085	3.35247098385956	1	677
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,BCL2L1,CBL,CBLB,CBLC,CCND1,CCND2,CCND3,CISH,CLCF1,CNTF,CNTFR,CREBBP,CRLF2,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CTF1,EP300,EPO,EPOR,GH1,GH2,GHR,GRB2,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNG,IFNGR1,IFNGR2,IFNK,IFNL1,IFNL2,IFNL3,IFNLR1,IFNW1,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL19,IL2,IL20,IL20RA,IL20RB,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL26,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IRF9,JAK1,JAK2,JAK3,LEP,LEPR,LIF,LIFR,MPL,MYC,OSM,OSMR,PIAS1,PIAS2,PIAS3,PIAS4,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIM1,PRL,PRLR,PTPN11,PTPN6,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SPRED1,SPRED2,SPRY1,SPRY2,SPRY3,SPRY4,STAM,STAM2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TPO,TSLP,TYK2"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	1896	72127	25	830	805	0.377820318427908	1.18141377233898	0.757951679997393	1.76243387283158	1	677
"KEGG_LEISHMANIA_INFECTION"	"C3,CR1,CYBA,ELK1,FCGR1A,FCGR2A,FCGR2C,FCGR3A,FCGR3B,FOS,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFNG,IFNGR1,IFNGR2,IL10,IL12A,IL12B,IL1A,IL1B,IL4,IRAK1,IRAK4,ITGA4,ITGAM,ITGB1,ITGB2,JAK1,JAK2,JUN,MAP3K7,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MARCKSL1,MYD88,NCF1,NCF2,NCF4,NFKB1,NFKBIA,NFKBIB,NOS2,PRKCB,PTGS2,PTPN6,RELA,STAT1,TAB1,TAB2,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TNF,TRAF6"	"KEGG_LEISHMANIA_INFECTION"	"all"	74023	906	73117	15	830	815	0.149876909198754	1.48529050702332	0.824005177494127	2.47776224211127	1	677
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"ACTB,ACTG1,ACTN1,ACTN2,ACTN3,ACTN4,AFDN,ARHGAP35,ARHGAP5,BCAR1,CD99,CDC42,CDH5,CLDN1,CLDN10,CLDN11,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN22,CLDN23,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CTNNA1,CTNNA2,CTNNA3,CTNNB1,CTNND1,CXCL12,CXCR4,CYBA,CYBB,ESAM,EZR,F11R,GNAI1,GNAI2,GNAI3,ICAM1,ITGA4,ITGAL,ITGAM,ITGB1,ITGB2,ITK,JAM2,JAM3,MAPK11,MAPK12,MAPK13,MAPK14,MMP2,MMP9,MSN,MYL10,MYL11,MYL12A,MYL12B,MYL2,MYL5,MYL7,MYL9,NCF1,NCF2,NCF4,NOX1,NOX3,OCLN,PECAM1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG1,PLCG2,PRKCA,PRKCB,PRKCG,PTK2,PTK2B,PTPN11,PXN,RAC1,RAC2,RAP1A,RAP1B,RAPGEF3,RAPGEF4,RASSF5,RHOA,RHOH,ROCK1,ROCK2,SIPA1,THY1,TXK,VASP,VAV1,VAV2,VAV3,VCAM1,VCL"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"all"	74023	1135	72888	19	830	811	0.0871706502761718	1.50446031241764	0.897666533716794	2.37598936025468	1	677
"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	"ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ECHS1,EHHADH,HADHA,NAA80,YOD1"	"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	"all"	74023	717	73306	6	830	824	0.592942420085478	0.744467519061765	0.271505734923169	1.63541538594	1	677
"KEGG_LINOLEIC_ACID_METABOLISM"	"AKR1B10,ALOX15,CYP1A2,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP3A4,CYP3A43,CYP3A5,CYP3A7,JMJD7-PLA2G4B,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6"	"KEGG_LINOLEIC_ACID_METABOLISM"	"all"	74023	270	73753	6	830	824	0.134430531797229	1.98899793747115	0.721389714700188	4.40452358196682	1	677
"KEGG_LONG_TERM_DEPRESSION"	"ARAF,BRAF,CACNA1A,CRH,CRHR1,GNA11,GNA12,GNA13,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNAZ,GRIA1,GRIA2,GRIA3,GRID2,GRM1,GRM5,GUCY1A1,GUCY1A2,GUCY1B1,HRAS,IGF1,IGF1R,ITPR1,ITPR2,ITPR3,JMJD7-PLA2G4B,KRAS,LYN,MAP2K1,MAP2K2,MAPK1,MAPK3,NOS1,NRAS,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PLCB1,PLCB2,PLCB3,PLCB4,PPP1R17,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PRKCA,PRKCB,PRKCG,PRKG1,PRKG2,RAF1,RYR1"	"KEGG_LONG_TERM_DEPRESSION"	"all"	74023	1662	72361	25	830	805	0.155944645869086	1.35211945700574	0.867134863545821	2.01780836697982	1	677
"KEGG_LONG_TERM_POTENTIATION"	"ADCY1,ADCY8,ARAF,ATF4,BRAF,CACNA1C,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CHP1,CHP2,CREBBP,EP300,GNAQ,GRIA1,GRIA2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRM1,GRM5,HRAS,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,PLCB1,PLCB2,PLCB3,PLCB4,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PPP1R1A,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,RAF1,RAP1A,RAP1B,RAPGEF3,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6"	"KEGG_LONG_TERM_POTENTIATION"	"all"	74023	817	73206	10	830	820	0.73686630260305	1.09272221413853	0.520064990013299	2.03029282266632	1	677
"KEGG_LYSINE_DEGRADATION"	"AADAT,AASDH,AASDHPPT,AASS,ACAT1,ACAT2,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,ASH1L,BBOX1,DLST,DOT1L,ECHS1,EHHADH,EHMT1,EHMT2,GCDH,HADH,HADHA,KMT5A,KMT5B,KMT5C,NSD1,NSD2,NSD3,OGDH,OGDHL,PIPOX,PLOD1,PLOD2,PLOD3,SETD1A,SETD1B,SETD2,SETD7,SETDB1,SETDB2,SETMAR,SUV39H1,SUV39H2,TMLHE"	"KEGG_LYSINE_DEGRADATION"	"all"	74023	1495	72528	20	830	810	0.386152293781376	1.19786443259524	0.725613251586362	1.8692254837385	1	677
"KEGG_LYSOSOME"	"ABCA2,ABCB9,ACP2,ACP5,AGA,AP1B1,AP1G1,AP1M1,AP1M2,AP1S1,AP1S2,AP1S3,AP3B1,AP3B2,AP3D1,AP3M1,AP3M2,AP3S1,AP3S2,AP4B1,AP4E1,AP4M1,AP4S1,ARSA,ARSB,ARSG,ASAH1,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1H,CD164,CD63,CD68,CLN3,CLN5,CLTA,CLTB,CLTC,CLTCL1,CTNS,CTSA,CTSB,CTSC,CTSD,CTSE,CTSF,CTSG,CTSH,CTSK,CTSL,CTSO,CTSS,CTSV,CTSW,CTSZ,DNASE2,DNASE2B,ENTPD4,FUCA1,GAA,GALC,GALNS,GBA1,GGA1,GGA2,GGA3,GLA,GLB1,GM2A,GNPTAB,GNPTG,GNS,GUSB,HEXA,HEXB,HGSNAT,HYAL1,IDS,IDUA,IGF2R,LAMP1,LAMP2,LAMP3,LAPTM4A,LAPTM4B,LAPTM5,LGMN,LIPA,M6PR,MAN2B1,MANBA,MCOLN1,MFSD8,NAGA,NAGLU,NAGPA,NAPSA,NEU1,NPC1,NPC2,PLA2G15,PPT1,PPT2,PSAP,PSAPL1,SCARB2,SGSH,SLC11A1,SLC11A2,SLC17A5,SMPD1,SORT1,SUMF1,TCIRG1,TPP1"	"KEGG_LYSOSOME"	"all"	74023	6154	67869	72	830	758	0.704364310156572	1.04756976308974	0.809731301883014	1.33731246393503	1	677
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"BHLHA15,FOXA2,FOXA3,GCK,HES1,HHEX,HNF1A,HNF1B,HNF4A,HNF4G,IAPP,INS,MAFA,MNX1,NEUROD1,NEUROG3,NKX2-2,NKX6-1,NR5A2,ONECUT1,PAX4,PAX6,PDX1,PKLR,SLC2A2"	"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"all"	74023	531	73492	8	830	822	0.402348233421846	1.34697967907921	0.576559182855517	2.68611272297035	1	677
"KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM"	"AKR1A1,AKR1C1,AKR1C2,AKR1C3,AKR1C4,CYP1A1,CYP1B1,EPHX1,EPHX2,EPHX3,EPHX4"	"KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM"	"all"	74023	302	73721	6	830	824	0.161862008903004	1.77746366740137	0.645285180110439	3.93087985023356	1	677
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY"	"DLL1,DLL3,DLL4,EGF,ESR1,ESR2,FGF9"	"KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY"	"all"	74023	273	73750	2	830	828	0.774410380385009	0.652530735649281	0.078494176118057	2.38729975270826	1	677
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,CHRNA9,ESR1,ESR2,FOS,HRAS,JUN,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,RAF1,SRC"	"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY"	"all"	74023	207	73816	1	830	829	0.733510379032528	0.43017949732344	0.0108287403286203	2.42997868470141	1	677
"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT"	"CDK5,MAPT,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT"	"all"	74023	368	73655	4	830	826	1	0.969247158368434	0.262059805013767	2.51204971496047	1	677
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY"	"AKR1A1,AKR1C1,AKR1C2,AKR1C3,AKR1C4,HMOX1,KEAP1,NFE2L2,NQO1"	"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY"	"all"	74023	100	73923	1	830	829	1	0.891714182683588	0.0223288710471042	5.09698391147657	1	677
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY"	"ABL1,ABL2,ACP1,CHUK,IKBKB,IKBKG,NFKB1,NFKBIA,PRKD1,PRKD2,PRKD3,PTPN11,PTPRJ,RELA,SRC"	"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY"	"all"	74023	114	73909	3	830	827	0.141240952387569	2.35173815366932	0.476947927338327	7.07291204375957	1	677
"KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY"	"ADRB2,AKT1,AKT2,AKT3,BAD,GNAI1,GNAI2,GNAI3,PIK3CA,PIK3CB,PIK3CD"	"KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY"	"all"	74023	51	73972	2	830	828	0.117055830480415	3.50327073081979	0.412445057500907	13.3612379212987	1	677
"KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY"	"CCND1,CHRNA4,CHRNB2,JAK2,STAT3"	"KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY"	"all"	74023	198	73825	2	830	828	1	0.900613584145203	0.108132900547804	3.30712059160684	1	677
