pathway_id,control_cohort,pathway_name,genes,count_with_plp_control,count_with_plp_case,count_without_plp_control,count_without_plp_case,case_cohort,p,OR,ci.int1,ci.int2,FDR,ntests,ngenes,contains_overrepresented_gene,FDR.filtered,ntests.filtered
CPG,gnomAD,cancer predisposition genes PBTA,"ABCB11,ALK,APC,ARID5B,ASXL1,ATM,ATRX,AXIN2,BAP1,BARD1,BLM,BMPR1A,BRAF,BRCA1,BRCA2,BRIP1,BUB1B,CBL,CDC73,CDH1,CDK4,CDKN1B,CDKN1C,CDKN2A,CEBPA,CEBPE,CHEK2,COL7A1,CREBBP,CYLD,DDB2,DDX41,DICER1,DIS3L2,DKC1,DOCK8,EDNRB,EGFR,ELANE,ELP1,EP300,EPCAM,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ETV6,EXT1,EXT2,EZH2,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,FAS,FGFR1,FGFR2,FGFR3,FH,FLCN,FMR1,G6PC3,GATA2,GBA,GDNF,GJB2,GNAS,GPC161,GPC3,GPC4,H19,HABP2,HACE1,HAX1,HFE,HMBS,HRAS,IKZF1,ITK,KCNQ1OT1,KIT,KRAS,L2HGA,LZTR1,MAP2K1,MAP2K2,MAX,MEN1,MET,MITF,MLF1,MLH1,MPL,MRE11A,MSH2,MSH6,MTAP,MUTYH,NBN,NF1,NF2,NHP2,NKX2-1,NOP10,NRAS,NSD1,NTRK1,PALB2,PAX5,PDGFRA,PHOX2B,PMS2,POLD1,POLE,POLH,PRKAR1A,PRSS1,PTCH1,PTEN,PTPN11,RAD50,RAD51,RAD51C,RAD51D,RAF1,RB1,RECQL4,RET,RHBDF2,RIT1,RMRP,RPL11,RPL19,RPL35A,RPL5,RPS10,RPS17,RPS19,RPS24,RPS6,RPS7,RUNX1,SAMD9,SAMD9L,SBDS,SDHA,SDHAF2,SDHB,SDHC,SDHD,SERPINA1,SH2B3,SH2D1A,SHOC2,SLC25A13,SLX4,SMAD4,SMARCA2,SMARCA4,SMARCB1,SMARCE1,SOS1,SOS2,SOX10,SRY,STAT3,STK11,SUFU,TERC,TERT,TGFBR1,TINF2,TMEM127,TNFRSF6,TP53,TRIM37,TSC1,TSC2,UROD,VHL,WAS,WRAP53,WRN,WT1,XPA,XPC,XRCC3,ZEB2,AIP,AKT1,CASR,CTNNA1,EGLN1,GLI3,GREM1,HOXB13,KIF1B,MSH3,NTHL1,PIK3CA,POT1,PRF1,PTCH2,REST,SPRED1,TRIP13",4344,174,69679,664,PBTA,4.50E-47,4.203294825,3.526549822,4.98845676,1.59E-44,353,214,FALSE,1.51E-44,336
path:hsa01200,PMBB_noCancer,Carbon metabolism,"ME3,SDS,SDSL,ADH5,GLYCTK,CPS1,GOT1L1,CS,DLAT,DLD,DLST,AGXT,ECHS1,ENO1,ENO2,ENO3,ESD,FBP1,PRPS1L1,ALDOA,FH,ALDOB,RPIA,ALDOC,G6PD,PGLS,GAPDH,TKFC,PHGDH,HIBCH,GCK,GCSH,GLDC,GLUD1,GLUD2,AMT,GOT1,GOT2,GPI,PGP,GPT,PSAT1,HK1,HK2,HK3,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACADS,ACAT1,ENO4,ACAT2,IDNK,MDH1,MDH2,ME1,ME2,ALDH6A1,PGAM4,MMUT,ACO1,OGDH,ACO2,PC,PCCA,PCCB,ACOX1,HAO2,PDHA1,PDHA2,PDHB,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGD,PGK1,PGK2,PKLR,PKM,HAO1,OGDHL,ACSS2,PRPS1,PRPS2,PSPH,RPE,SDHA,SDHB,SDHC,SDHD,SHMT1,SHMT2,TALDO1,TKT,TPI1,RPEL1,HKDC1,TKTL1,ACOX3,ADPGK,TKTL2,ACSS1,MCEE,CAT,GPT2,FBP2,SUCLG2,SUCLG1,SUCLA2,RGN,H6PD",512,70,7557,768,PBTA,0.027607508,1.345238507,1.021300407,1.750606834,1,353,115,FALSE,1,336
path:hsa01200,PMBB_noTumor,Carbon metabolism,"ME3,SDS,SDSL,ADH5,GLYCTK,CPS1,GOT1L1,CS,DLAT,DLD,DLST,AGXT,ECHS1,ENO1,ENO2,ENO3,ESD,FBP1,PRPS1L1,ALDOA,FH,ALDOB,RPIA,ALDOC,G6PD,PGLS,GAPDH,TKFC,PHGDH,HIBCH,GCK,GCSH,GLDC,GLUD1,GLUD2,AMT,GOT1,GOT2,GPI,PGP,GPT,PSAT1,HK1,HK2,HK3,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACADS,ACAT1,ENO4,ACAT2,IDNK,MDH1,MDH2,ME1,ME2,ALDH6A1,PGAM4,MMUT,ACO1,OGDH,ACO2,PC,PCCA,PCCB,ACOX1,HAO2,PDHA1,PDHA2,PDHB,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGD,PGK1,PGK2,PKLR,PKM,HAO1,OGDHL,ACSS2,PRPS1,PRPS2,PSPH,RPE,SDHA,SDHB,SDHC,SDHD,SHMT1,SHMT2,TALDO1,TKT,TPI1,RPEL1,HKDC1,TKTL1,ACOX3,ADPGK,TKTL2,ACSS1,MCEE,CAT,GPT2,FBP2,SUCLG2,SUCLG1,SUCLA2,RGN,H6PD",387,70,5908,768,PBTA,0.016285919,1.391371311,1.051136018,1.820716928,1,353,115,FALSE,1,336
path:hsa01210,gnomAD,2-Oxocarboxylic acid metabolism,"ABHD14A-ACY1,GOT1L1,CS,NAGS,GOT1,GOT2,GPT,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACO1,ACO2,AADAT,BCAT1,BCAT2,GPT2,ACY1",232,7,73791,831,PBTA,0.018858242,2.679115686,1.061999312,5.632625562,1,353,19,FALSE,1,336
path:hsa01210,PMBB_noCancer,2-Oxocarboxylic acid metabolism,"ABHD14A-ACY1,GOT1L1,CS,NAGS,GOT1,GOT2,GPT,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACO1,ACO2,AADAT,BCAT1,BCAT2,GPT2,ACY1",59,7,8010,831,PBTA,0.672382105,1.143584458,0.439218503,2.517997353,1,353,19,FALSE,1,336
path:hsa01210,PMBB_noTumor,2-Oxocarboxylic acid metabolism,"ABHD14A-ACY1,GOT1L1,CS,NAGS,GOT1,GOT2,GPT,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACO1,ACO2,AADAT,BCAT1,BCAT2,GPT2,ACY1",45,7,6250,831,PBTA,0.664911348,1.169906651,0.443656813,2.624911662,1,353,19,FALSE,1,336
path:hsa01212,gnomAD,Fatty acid metabolism,"ACAA2,HTD2,CPT1C,CPT1A,CPT1B,CPT2,ECHS1,EHHADH,ACSF3,HACD2,ACSL1,ACSL3,ACSL4,FASN,ACSBG1,ACSL6,MCAT,ACAA1,HADHA,HADHB,HADH,ACACA,HSD17B4,ACADL,ACADM,ACADS,ACADSB,ACADVL,ACAT1,ACAT2,FADS1,HACD4,ACOX1,MECR,HSD17B12,HACD3,ACSL5,ELOVL2,OXSM,PPT1,ELOVL5,SCD,SCP2,ELOVL1,ELOVL4,ELOVL6,HSD17B8,SCD5,ELOVL7,ACSBG2,ACOX3,ELOVL3,CBR4,HACD1,PPT2,FADS2,TECR",919,24,73104,814,PBTA,0.000236434,2.345294075,1.486150521,3.536840482,0.083461035,353,57,FALSE,0.079441665,336
path:hsa01212,PMBB_noCancer,Fatty acid metabolism,"ACAA2,HTD2,CPT1C,CPT1A,CPT1B,CPT2,ECHS1,EHHADH,ACSF3,HACD2,ACSL1,ACSL3,ACSL4,FASN,ACSBG1,ACSL6,MCAT,ACAA1,HADHA,HADHB,HADH,ACACA,HSD17B4,ACADL,ACADM,ACADS,ACADSB,ACADVL,ACAT1,ACAT2,FADS1,HACD4,ACOX1,MECR,HSD17B12,HACD3,ACSL5,ELOVL2,OXSM,PPT1,ELOVL5,SCD,SCP2,ELOVL1,ELOVL4,ELOVL6,HSD17B8,SCD5,ELOVL7,ACSBG2,ACOX3,ELOVL3,CBR4,HACD1,PPT2,FADS2,TECR",236,24,7833,814,PBTA,1,0.978596658,0.610849022,1.503008854,1,353,57,FALSE,1,336
path:hsa01212,PMBB_noTumor,Fatty acid metabolism,"ACAA2,HTD2,CPT1C,CPT1A,CPT1B,CPT2,ECHS1,EHHADH,ACSF3,HACD2,ACSL1,ACSL3,ACSL4,FASN,ACSBG1,ACSL6,MCAT,ACAA1,HADHA,HADHB,HADH,ACACA,HSD17B4,ACADL,ACADM,ACADS,ACADSB,ACADVL,ACAT1,ACAT2,FADS1,HACD4,ACOX1,MECR,HSD17B12,HACD3,ACSL5,ELOVL2,OXSM,PPT1,ELOVL5,SCD,SCP2,ELOVL1,ELOVL4,ELOVL6,HSD17B8,SCD5,ELOVL7,ACSBG2,ACOX3,ELOVL3,CBR4,HACD1,PPT2,FADS2,TECR",177,24,6118,814,PBTA,0.911522993,1.019113857,0.632010429,1.577747599,1,353,57,FALSE,1,336
CPG,PMBB_noCancer,cancer predisposition genes PBTA,"ABCB11,ALK,APC,ARID5B,ASXL1,ATM,ATRX,AXIN2,BAP1,BARD1,BLM,BMPR1A,BRAF,BRCA1,BRCA2,BRIP1,BUB1B,CBL,CDC73,CDH1,CDK4,CDKN1B,CDKN1C,CDKN2A,CEBPA,CEBPE,CHEK2,COL7A1,CREBBP,CYLD,DDB2,DDX41,DICER1,DIS3L2,DKC1,DOCK8,EDNRB,EGFR,ELANE,ELP1,EP300,EPCAM,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ETV6,EXT1,EXT2,EZH2,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,FAS,FGFR1,FGFR2,FGFR3,FH,FLCN,FMR1,G6PC3,GATA2,GBA,GDNF,GJB2,GNAS,GPC161,GPC3,GPC4,H19,HABP2,HACE1,HAX1,HFE,HMBS,HRAS,IKZF1,ITK,KCNQ1OT1,KIT,KRAS,L2HGA,LZTR1,MAP2K1,MAP2K2,MAX,MEN1,MET,MITF,MLF1,MLH1,MPL,MRE11A,MSH2,MSH6,MTAP,MUTYH,NBN,NF1,NF2,NHP2,NKX2-1,NOP10,NRAS,NSD1,NTRK1,PALB2,PAX5,PDGFRA,PHOX2B,PMS2,POLD1,POLE,POLH,PRKAR1A,PRSS1,PTCH1,PTEN,PTPN11,RAD50,RAD51,RAD51C,RAD51D,RAF1,RB1,RECQL4,RET,RHBDF2,RIT1,RMRP,RPL11,RPL19,RPL35A,RPL5,RPS10,RPS17,RPS19,RPS24,RPS6,RPS7,RUNX1,SAMD9,SAMD9L,SBDS,SDHA,SDHAF2,SDHB,SDHC,SDHD,SERPINA1,SH2B3,SH2D1A,SHOC2,SLC25A13,SLX4,SMAD4,SMARCA2,SMARCA4,SMARCB1,SMARCE1,SOS1,SOS2,SOX10,SRY,STAT3,STK11,SUFU,TERC,TERT,TGFBR1,TINF2,TMEM127,TNFRSF6,TP53,TRIM37,TSC1,TSC2,UROD,VHL,WAS,WRAP53,WRN,WT1,XPA,XPC,XRCC3,ZEB2,AIP,AKT1,CASR,CTNNA1,EGLN1,GLI3,GREM1,HOXB13,KIF1B,MSH3,NTHL1,PIK3CA,POT1,PRF1,PTCH2,REST,SPRED1,TRIP13",995,171,7074,667,PBTA,4.66E-10,1.82244798,1.512060965,2.188367326,1.64E-07,353,214,FALSE,1.56E-07,336
path:hsa01230,PMBB_noCancer,Biosynthesis of amino acids,"ABHD14A-ACY1,CBSL,SDS,SDSL,CPS1,GOT1L1,CS,CTH,NAGS,ENO1,ENO2,ENO3,PRPS1L1,ALDOA,ALDOB,RPIA,ALDOC,GAPDH,PHGDH,MAT2B,GLUL,GOT1,GOT2,GPT,PYCR2,PSAT1,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ARG1,ARG2,ENO4,MAT1A,MAT2A,ASL,ASNS,PGAM4,ASS1,MTR,ACO1,ACO2,OTC,PAH,PC,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGK2,PKLR,PKM,PRPS1,PRPS2,PSPH,PYCR1,ALDH18A1,BCAT1,BCAT2,RPE,SHMT1,SHMT2,PYCR3,TALDO1,TKT,TPI1,RPEL1,TKTL1,TKTL2,GPT2,CBS,ACY1",417,59,7652,779,PBTA,0.02889387,1.389741471,1.029330627,1.848903909,1,353,75,FALSE,1,336
path:hsa01230,PMBB_noTumor,Biosynthesis of amino acids,"ABHD14A-ACY1,CBSL,SDS,SDSL,CPS1,GOT1L1,CS,CTH,NAGS,ENO1,ENO2,ENO3,PRPS1L1,ALDOA,ALDOB,RPIA,ALDOC,GAPDH,PHGDH,MAT2B,GLUL,GOT1,GOT2,GPT,PYCR2,PSAT1,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ARG1,ARG2,ENO4,MAT1A,MAT2A,ASL,ASNS,PGAM4,ASS1,MTR,ACO1,ACO2,OTC,PAH,PC,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGK2,PKLR,PKM,PRPS1,PRPS2,PSPH,PYCR1,ALDH18A1,BCAT1,BCAT2,RPE,SHMT1,SHMT2,PYCR3,TALDO1,TKT,TPI1,RPEL1,TKTL1,TKTL2,GPT2,CBS,ACY1",321,59,5974,779,PBTA,0.021765225,1.409451792,1.038610225,1.886059362,1,353,75,FALSE,1,336
path:hsa01232,gnomAD,Nucleotide metabolism,"ADA,NT5C1B-RDH14,NME6,AK6,NT5C3B,AK7,ADSS1,CANT1,CMPK2,NUDT16,ADK,LACC1,CTPS1,UPP2,ADSL,AK8,ADSS2,DCK,DCTD,DGUOK,DTYMK,DUT,TYMP,AK1,AK2,AK4,AK9,NT5C2,AK5,AMPD1,AMPD2,AMPD3,GMPR,NT5DC4,GUK1,NME7,NT5C,HPRT1,APRT,IMPDH1,IMPDH2,ITPA,ENTPD8,NME1,NME2,NME3,NME4,PNP,NT5E,RRM2B,AK3,HDDC2,NT5C3A,GMPR2,ENPP1,ENPP3,CMPK1,ADA2,UCKL1,CTPS2,NT5M,RRM1,RRM2,NME1-NME2,TK1,TK2,TYMS,UCK2,UPP1,XDH,DCTPP1,UCK1,NTPCR,NT5C1A,ASMTL,GMPS,NT5C1B,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5,ENTPD4,GDA,CDA",1527,31,72496,807,PBTA,0.002200524,1.823819501,1.226441025,2.62049153,0.776785091,353,85,FALSE,0.739376178,336
path:hsa01232,PMBB_noCancer,Nucleotide metabolism,"ADA,NT5C1B-RDH14,NME6,AK6,NT5C3B,AK7,ADSS1,CANT1,CMPK2,NUDT16,ADK,LACC1,CTPS1,UPP2,ADSL,AK8,ADSS2,DCK,DCTD,DGUOK,DTYMK,DUT,TYMP,AK1,AK2,AK4,AK9,NT5C2,AK5,AMPD1,AMPD2,AMPD3,GMPR,NT5DC4,GUK1,NME7,NT5C,HPRT1,APRT,IMPDH1,IMPDH2,ITPA,ENTPD8,NME1,NME2,NME3,NME4,PNP,NT5E,RRM2B,AK3,HDDC2,NT5C3A,GMPR2,ENPP1,ENPP3,CMPK1,ADA2,UCKL1,CTPS2,NT5M,RRM1,RRM2,NME1-NME2,TK1,TK2,TYMS,UCK2,UPP1,XDH,DCTPP1,UCK1,NTPCR,NT5C1A,ASMTL,GMPS,NT5C1B,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5,ENTPD4,GDA,CDA",270,31,7799,807,PBTA,0.547968379,1.109549344,0.733987282,1.625787812,1,353,85,FALSE,1,336
path:hsa01232,PMBB_noTumor,Nucleotide metabolism,"ADA,NT5C1B-RDH14,NME6,AK6,NT5C3B,AK7,ADSS1,CANT1,CMPK2,NUDT16,ADK,LACC1,CTPS1,UPP2,ADSL,AK8,ADSS2,DCK,DCTD,DGUOK,DTYMK,DUT,TYMP,AK1,AK2,AK4,AK9,NT5C2,AK5,AMPD1,AMPD2,AMPD3,GMPR,NT5DC4,GUK1,NME7,NT5C,HPRT1,APRT,IMPDH1,IMPDH2,ITPA,ENTPD8,NME1,NME2,NME3,NME4,PNP,NT5E,RRM2B,AK3,HDDC2,NT5C3A,GMPR2,ENPP1,ENPP3,CMPK1,ADA2,UCKL1,CTPS2,NT5M,RRM1,RRM2,NME1-NME2,TK1,TK2,TYMS,UCK2,UPP1,XDH,DCTPP1,UCK1,NTPCR,NT5C1A,ASMTL,GMPS,NT5C1B,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5,ENTPD4,GDA,CDA",209,31,6086,807,PBTA,0.54124728,1.118546109,0.735776249,1.650066393,1,353,85,FALSE,1,336
CPG,PMBB_noTumor,cancer predisposition genes PBTA,"ABCB11,ALK,APC,ARID5B,ASXL1,ATM,ATRX,AXIN2,BAP1,BARD1,BLM,BMPR1A,BRAF,BRCA1,BRCA2,BRIP1,BUB1B,CBL,CDC73,CDH1,CDK4,CDKN1B,CDKN1C,CDKN2A,CEBPA,CEBPE,CHEK2,COL7A1,CREBBP,CYLD,DDB2,DDX41,DICER1,DIS3L2,DKC1,DOCK8,EDNRB,EGFR,ELANE,ELP1,EP300,EPCAM,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ETV6,EXT1,EXT2,EZH2,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,FAS,FGFR1,FGFR2,FGFR3,FH,FLCN,FMR1,G6PC3,GATA2,GBA,GDNF,GJB2,GNAS,GPC161,GPC3,GPC4,H19,HABP2,HACE1,HAX1,HFE,HMBS,HRAS,IKZF1,ITK,KCNQ1OT1,KIT,KRAS,L2HGA,LZTR1,MAP2K1,MAP2K2,MAX,MEN1,MET,MITF,MLF1,MLH1,MPL,MRE11A,MSH2,MSH6,MTAP,MUTYH,NBN,NF1,NF2,NHP2,NKX2-1,NOP10,NRAS,NSD1,NTRK1,PALB2,PAX5,PDGFRA,PHOX2B,PMS2,POLD1,POLE,POLH,PRKAR1A,PRSS1,PTCH1,PTEN,PTPN11,RAD50,RAD51,RAD51C,RAD51D,RAF1,RB1,RECQL4,RET,RHBDF2,RIT1,RMRP,RPL11,RPL19,RPL35A,RPL5,RPS10,RPS17,RPS19,RPS24,RPS6,RPS7,RUNX1,SAMD9,SAMD9L,SBDS,SDHA,SDHAF2,SDHB,SDHC,SDHD,SERPINA1,SH2B3,SH2D1A,SHOC2,SLC25A13,SLX4,SMAD4,SMARCA2,SMARCA4,SMARCB1,SMARCE1,SOS1,SOS2,SOX10,SRY,STAT3,STK11,SUFU,TERC,TERT,TGFBR1,TINF2,TMEM127,TNFRSF6,TP53,TRIM37,TSC1,TSC2,UROD,VHL,WAS,WRAP53,WRN,WT1,XPA,XPC,XRCC3,ZEB2,AIP,AKT1,CASR,CTNNA1,EGLN1,GLI3,GREM1,HOXB13,KIF1B,MSH3,NTHL1,PIK3CA,POT1,PRF1,PTCH2,REST,SPRED1,TRIP13",754,171,5541,667,PBTA,1.11E-10,1.883882802,1.55694638,2.271352411,3.93E-08,353,214,FALSE,3.74E-08,336
path:hsa01240,PMBB_noCancer,Biosynthesis of cofactors,"NME6,AK6,COQ7,GPHN,AKR1A1,UGT2B11,MTHFD2,UGT2A1,LIAS,RDH13,AK7,ADSS1,EARS2,AFMID,CMPK2,NADK2,COX10,COX15,CPOX,RDH12,CTPS1,VKORC1L1,ADSL,AK8,ADSS2,IDO2,DHFR,DHODH,NQO1,DLD,SDR16C5,DHFR2,AK1,AK2,AK4,EPRS1,ALAD,ALAS1,ALAS2,ALDH2,ALDH1B1,AK9,FECH,ALDH3A2,NMNAT2,QPRT,HAAO,FPGS,ALPI,ALPL,ALPP,ALPG,MTHFD1L,AK5,GCH1,GGCX,TPK1,COQ2,GCLC,GCLM,MAT2B,GSS,GUSB,NME7,GMPPB,GMPPA,PSAT1,HMBS,HPD,MMAB,NMNAT3,IDO1,LIPT2,MAT1A,MAT2A,MOCS1,MOCS2,MPI,MTHFD2L,MTHFD1,NME1,NME2,NME3,NME4,PHOSPHO2,AK3,COQ6,RDH11,LIPT1,CMPK1,COQ3,PANK1,BCO1,PMM1,PMM2,UGT2B28,UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3,PPOX,OXSM,PNPO,NADSYN1,RFK,ASPDH,CTPS2,PDXP,UGT2A2,PTS,BCAT1,BCAT2,PPCDC,SHMT1,SHMT2,NMNAT1,NADK,NME1-NME2,SPR,TDO2,UGDH,UGP2,UGT2B4,UGT2B7,UGT2B10,UGT2B15,UGT2B17,UMPS,UROD,UROS,CAD,VKORC1,PANK3,PPCS,UGT2A3,PANK2,FLAD1,COASY,COQ5,KMO,PDXK,HSD17B6,GGH,KYNU,NFS1,RGN,DHRS3,NAPRT",629,68,7440,770,PBTA,0.735475047,1.044580654,0.792365869,1.359443039,1,353,153,FALSE,1,336
path:hsa01240,PMBB_noTumor,Biosynthesis of cofactors,"NME6,AK6,COQ7,GPHN,AKR1A1,UGT2B11,MTHFD2,UGT2A1,LIAS,RDH13,AK7,ADSS1,EARS2,AFMID,CMPK2,NADK2,COX10,COX15,CPOX,RDH12,CTPS1,VKORC1L1,ADSL,AK8,ADSS2,IDO2,DHFR,DHODH,NQO1,DLD,SDR16C5,DHFR2,AK1,AK2,AK4,EPRS1,ALAD,ALAS1,ALAS2,ALDH2,ALDH1B1,AK9,FECH,ALDH3A2,NMNAT2,QPRT,HAAO,FPGS,ALPI,ALPL,ALPP,ALPG,MTHFD1L,AK5,GCH1,GGCX,TPK1,COQ2,GCLC,GCLM,MAT2B,GSS,GUSB,NME7,GMPPB,GMPPA,PSAT1,HMBS,HPD,MMAB,NMNAT3,IDO1,LIPT2,MAT1A,MAT2A,MOCS1,MOCS2,MPI,MTHFD2L,MTHFD1,NME1,NME2,NME3,NME4,PHOSPHO2,AK3,COQ6,RDH11,LIPT1,CMPK1,COQ3,PANK1,BCO1,PMM1,PMM2,UGT2B28,UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3,PPOX,OXSM,PNPO,NADSYN1,RFK,ASPDH,CTPS2,PDXP,UGT2A2,PTS,BCAT1,BCAT2,PPCDC,SHMT1,SHMT2,NMNAT1,NADK,NME1-NME2,SPR,TDO2,UGDH,UGP2,UGT2B4,UGT2B7,UGT2B10,UGT2B15,UGT2B17,UMPS,UROD,UROS,CAD,VKORC1,PANK3,PPCS,UGT2A3,PANK2,FLAD1,COASY,COQ5,KMO,PDXK,HSD17B6,GGH,KYNU,NFS1,RGN,DHRS3,NAPRT",492,68,5803,770,PBTA,0.732939477,1.041611814,0.787321617,1.360962908,1,353,153,FALSE,1,336
path:hsa01200,gnomAD,Carbon metabolism,"ME3,SDS,SDSL,ADH5,GLYCTK,CPS1,GOT1L1,CS,DLAT,DLD,DLST,AGXT,ECHS1,ENO1,ENO2,ENO3,ESD,FBP1,PRPS1L1,ALDOA,FH,ALDOB,RPIA,ALDOC,G6PD,PGLS,GAPDH,TKFC,PHGDH,HIBCH,GCK,GCSH,GLDC,GLUD1,GLUD2,AMT,GOT1,GOT2,GPI,PGP,GPT,PSAT1,HK1,HK2,HK3,IDH1,IDH2,IDH3A,IDH3B,IDH3G,ACADS,ACAT1,ENO4,ACAT2,IDNK,MDH1,MDH2,ME1,ME2,ALDH6A1,PGAM4,MMUT,ACO1,OGDH,ACO2,PC,PCCA,PCCB,ACOX1,HAO2,PDHA1,PDHA2,PDHB,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGD,PGK1,PGK2,PKLR,PKM,HAO1,OGDHL,ACSS2,PRPS1,PRPS2,PSPH,RPE,SDHA,SDHB,SDHC,SDHD,SHMT1,SHMT2,TALDO1,TKT,TPI1,RPEL1,HKDC1,TKTL1,ACOX3,ADPGK,TKTL2,ACSS1,MCEE,CAT,GPT2,FBP2,SUCLG2,SUCLG1,SUCLA2,RGN,H6PD",2383,70,71640,768,PBTA,2.45E-12,2.74004042,2.10658895,3.515992354,8.66E-10,353,115,FALSE,8.25E-10,336
path:hsa01250,PMBB_noCancer,Biosynthesis of nucleotide sugars,"GNE,NANP,FCSK,TGDS,GALE,GALK1,GALK2,GALT,GCK,GFPT1,GMDS,GPI,GMPPB,GMPPA,HK1,HK2,HK3,MPI,PGM1,PGM3,PMM1,PMM2,NANS,PGM2,NAGK,MIOX,CMAS,GNPNAT1,UAP1,GFUS,UGDH,UGP2,UXS1,HKDC1,FPGT,UAP1L1,GFPT2",193,27,7876,811,PBTA,0.158946014,1.358541697,0.867008091,2.054517007,1,353,37,FALSE,1,336
path:hsa01250,PMBB_noTumor,Biosynthesis of nucleotide sugars,"GNE,NANP,FCSK,TGDS,GALE,GALK1,GALK2,GALT,GCK,GFPT1,GMDS,GPI,GMPPB,GMPPA,HK1,HK2,HK3,MPI,PGM1,PGM3,PMM1,PMM2,NANS,PGM2,NAGK,MIOX,CMAS,GNPNAT1,UAP1,GFUS,UGDH,UGP2,UXS1,HKDC1,FPGT,UAP1L1,GFPT2",164,27,6131,811,PBTA,0.304548467,1.244558728,0.790753892,1.892174222,1,353,37,FALSE,1,336
path:hsa04260,gnomAD,Cardiac muscle contraction,"TRDN,CACNG3,CACNG2,SLC9A6,UQCR11,COX6B2,COX4I1,COX5B,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7A2,COX7B,COX7C,COX8A,CYC1,COX7B2,ATP1B4,UQCRQ,CACNG5,CACNG4,UQCR10,HRC,COX8C,UQCRHL,ASPH,COX1,COX2,COX3,CYTB,MYH6,MYH7,MYL2,MYL3,MYL4,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,FXYD2,ATP2A1,ATP2A2,ATP2A3,CACNA2D3,CACNG8,CACNG7,CACNG6,RYR2,SLC8A2,SLC8A1,SLC8A3,SLC9A1,ACTC1,TNNC1,TNNI3,TNNT2,TPM1,TPM2,TPM3,TPM4,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CASQ2,SLC9A7,COX4I2,COX7A2L,CACNA2D2,CACNA2D4,COX5A",834,25,73189,813,PBTA,1.92E-05,2.698371328,1.725772629,4.040868833,0.006778412,353,87,FALSE,0.006451973,336
path:hsa01521,PMBB_noCancer,EGFR tyrosine kinase inhibitor resistance,"AKT3,BCL2L11,EGF,EGFR,EIF4E,EIF4EBP1,ERBB2,ERBB3,AKT1,AKT2,FGF2,FGFR3,FGFR2,FOXO3,MTOR,EIF4E1B,GAB1,SHC2,GAS6,GRB2,GSK3B,HGF,NRG1,HRAS,IGF1,IGF1R,IL6,IL6R,ARAF,JAK1,JAK2,KDR,KRAS,SHC4,MET,NF1,NRAS,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,PRKCA,PRKCB,AXL,PRKCG,MAPK1,MAPK3,PDGFC,MAP2K1,MAP2K2,BAD,PTEN,BAX,RAF1,BCL2,BCL2L1,RPS6,RPS6KB1,RPS6KB2,SHC1,SOS1,SOS2,SRC,BRAF,STAT3,TGFA,VEGFA,PDGFD,PIK3R3,EIF4E2,NRG2",563,41,7506,797,PBTA,0.020803288,0.685870869,0.482758338,0.951533717,1,353,79,FALSE,1,336
