#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
BS_EXKVBK51	EUR	NA	0	0	0.0375	0	0.9625	0.7828	10.584	5.8771	7.6678	-4.3018	2.3056	-0.5786	-0.1595	4.0783	-1.2874
BS_EYXVNC69	EUR	NA	0	0	0.0277	0	0.9723	-0.7137	10.9935	5.2723	8.724	-4.2941	-1.4837	1.7306	0.7116	4.9447	-1.1488
BS_F0K8DMTS	EUR	NA	0	0	0.0334	0	0.9666	1.5417	13.2238	4.4857	6.2794	-3.0067	-0.2268	4.2264	0.9665	3.4294	-0.7737
BS_F0WR427W	SAS	NA	0	0	0	0.9993	6e-4	-0.2011	1.413	-5.1281	2.2982	-2.4244	-0.0368	1.7505	-2.5432	5.8992000000000004	-0.2088
BS_F42WG7E7	EUR	NA	0	0	0.0158	0	0.9842	-0.3442	11.372	3.2164	8.9214	-4.8888	-1.73	2.1214	-2.487	5.6731	-1.6999
BS_F46C86A9	EUR	NA	0	0	0.0102	0	0.9898	1.2594	11.8931	2.621	10.5564	-2.2294	0.5368	2.6647	-0.5675	4.8118	-0.7669
BS_F48RA7QF	EUR	NA	0	0	0.0304	0	0.9696	-0.8998	11.0801	4.4403	7.4205	-3.0714	-0.808	2.2989	-1.1379	5.4066	0.1699
BS_F4V6RWJ9	EUR	NA	0	0	0.1793	3e-4	0.8203	4.6188	6.8162	-1	5.8169	-2.6022	-5.76	0.4444	-2.2409	5.2249	-0.6408
BS_F5EX3ZY5	EUR	NA	0	0	0.0233	0	0.9767	1.6559	12.6402	4.3349	7.621	-3.0953	-0.1395	4.0339	-2.4569	3.5891	0.8353
BS_F5V8CWXT	EUR	NA	0	0	0.0252	0	0.9748	-0.0631	11.3595	3.8208	8.6888	-2.1942	-0.6174	0.9246	1.0667	3.6814	-0.6506
BS_F69GWP99	EUR	NA	0	0	0.0493	0	0.9507	0.3486	10.8521	5.169	7.4081	-3.8485	-3.2168	2.9491	-0.9671	3.731	-1.2466
BS_F8K4VQMF	AFR	NA	0	0.9985	0.0015	0	0	48.0252	-12.9262	-0.581	2.4082	-2.8397	-0.4982	1.1701	-0.0863	4.821	-1.114
BS_F8WRX1VY	EUR	NA	0	0	0.0245	0	0.9755	2.4111	11.6353	5.3949	9.3447	-4.248	-0.618	2.2744	-1.4733	4.0353	-1.0097
BS_F8Y7NRK8	EUR	NA	0	0	0.0276	0	0.9724	0.6597	10.5372	2.0094	8.2534	-3.6199	-1.3293	1.8928	-1.137	3.5288	-0.8458
BS_FBR8VCND	EUR	NA	0	0	0.0235	0	0.9765	-0.171	11.4818	5.1965	8.853	-2.4755	-1.5268	2.5104	-1.6488	3.3401	-2.3909
BS_FCPCSXCG	EUR	NA	0	0	0.0207	0	0.9793	-0.2127	11.2635	4.0968	8.777	-3.1002	-0.2436	3.9764	-0.9563	2.3354	-1.1723
BS_FD2A9E05	EUR	NA	0	0	0.0152	0	0.9848	0.6731	12.2065	4.1792	9.6294	-1.2542	-0.8564	2.4918	-1.6973	4.3841	-0.6151
BS_FFGQ61KQ	AFR	NA	0	0.9651	0.0349	0	0	35.1683	-8.1068	1.8125	0.9576	-1.7058	-0.7012	3.409	1.3005	3.9815	0.6426
BS_FHDR7FJE	EUR	NA	0	0	0.0856	0	0.9144	3.3911	9.8206	2.2269	6.7714	-2.5895	-4.19	0.8106	-2.2797	3.895	-0.307
BS_FJEBFQHG	EUR	NA	0	0	0.0628	0	0.9372	2.7258	9.943	4.7121	7.9623	-3.7276	-2.2644	4.122	-0.2772	3.9282	-0.6396
BS_FKQ7F6D1	EUR	NA	0	0	0.0084	0	0.9916	-0.7048	14.0129	3.0704	9.2761	-2.683	-0.2492	3.0265	-0.6334	1.5015	0.4356
BS_FNQMY128	AFR	NA	0	0.9999	1e-4	0	0	61.1153	-17.0107	0.3904	0.7373	-3.2737	-2.5102	2.7836	-0.331	5.6994	0.6137
BS_FPB0JGKX	AMR	NA	0	0.0089	0.9911	0	0	1.7749	-6.7757	12.6697	-12.2352	-3.5729	-1.3332	0.4176	0.9529	3.9074	-2.8695
BS_FQ58DAZV	EUR	NA	0	0	0.0228	0	0.9772	0.2351	12.8884	5.6407	7.7406	-4.6491	-1.5999	0.1953	-0.803	6.6098	-1.3424
BS_FQ7H95MY	EUR	NA	0	0	0.1082	0	0.8918	0.3839	8.3511	5.1919	6.5078	-2.8065	-0.9997	1.0174	0.6122	5.2979	-0.9757
BS_FSK1AK5N	EUR	NA	0	0	0.0393	0	0.9607	0.30620000000000003	10.4775	2.6792	7.9963	-3.505	-2.6658	0.2832	0.0284	3.297	-0.654
BS_FT5H2TGH	EUR	NA	0	0	0.0297	0	0.9703	1.5238	11.2835	2.7495	7.4333	-2.9311	0.997	0.2354	-0.7961	2.4615	-2.2487
BS_FT95T4YP	EAS	NA	1	0	0	0	0	-5.1001	-39.3544	-1.3895	6.605	1.8817	0.2702	2.1338	-1.5628	3.2053	-1.1551
BS_FTKEJ5RH	EUR	NA	0	0	0.0181	0	0.9819	1.6823	11.6102	5.2206	9.6909	-3.3472	0.5498	2.962	-1.6119	3.3348	-2.2438
BS_FTRXA2R5	EUR	NA	0	0	0.0699	0	0.9301	3.4307	9.3163	0.6083	8.4109	-0.5285	-4.3009	1.6866	-0.8669	1.6182	-1.2499
BS_FVGXRPNG	EUR	NA	0	0	0.0851	0	0.9149	2.6019	9.7805	3.0733	6.7628	-4.2357	-3.9112	2.1288	-0.0877	3.9034	-1.7331
BS_FVPMPMRJ	AMR	NA	0	0.0144	0.9856	0	0	-0.4952	-4.5213	9.5519	-7.8634	-2.3507	-0.2805	-0.9114	-0.2439	4.7456	0.8267
BS_FW28DA07	EUR	NA	0	0	0.0316	0	0.9684	0.2893	12.2029	6.4527	8.5759	-2.3124	-2.7657	0.432	0.049	5.4703	-0.8602
BS_G113MX63	AFR	NA	0	0.9995	5e-4	0	0	51.3624	-15.5433	-0.5379	2.3806	-2.293	-0.9441	1.3077	-0.8053	4.3286	0.3238
BS_G16NM5WJ	EAS	NA	0.7567	5e-4	0.2428	0	0	-1.2293	-19.8526	4.5133	-1.2217	1.9839	0.2328	2.8522	-1.0567	2.0692	1.1605
BS_G473TPVG	AMR	NA	0	0.0127	0.9873	0	0	-5.2636	-16.1879	16.9432	-23.7486	-4.2193	-1.219	-0.161	0.3805	4.2587	-1.2204
BS_G4EX0H98	EUR	NA	0	0	0.0339	0	0.9661	-1.2347	9.7377	3.4979	7.3808	-3.3908	1.3596	2.647	-0.4028	2.9965	-0.7959
BS_G4NEC9N5	EUR	NA	0	0	0.0391	0	0.9609	2.6335	12.0968	2.7344	6.5416	-2.3664	-1.294	3.1356	-1.7065	2.3818	-1.9367
BS_G5B1ZN5S	EUR	NA	0	0	0.0311	0	0.9689	1.1486	12.0969	6.9456	8.4474	-2.8294	-1.2821	0.9069	-2.7899	3.1515	-1.7254
BS_G64B5MDA	EUR	NA	0	0	0.0558	0	0.9442	1.745	9.7199	4.0081	7.244	-4.6961	-0.2269	0.3233	-1.5248	4.3645	-0.6425
BS_GAB0V4YM	EUR	NA	0	0	0.0523	0	0.9477	2.2952	12.1192	5.2767	8.1861	-0.9202	-6.0516	0.1884	-1.4038	3.8527	-1.4421
BS_GABF65KC	EUR	NA	0	0	0.0407	0	0.9593	1.0884	10.6319	5.5545	7.1397	-1.4694	0.9037	3.5066	-3.7873	4.22	-1.2774
BS_GAFJBRM5	EUR	NA	0	0	0.0185	0	0.9815	1.0743	11.2434	4.4965	9.9422	-4.0841	-0.1231	-0.4881	-0.356	5.0339	-1.5453
BS_GAPT45QB	SAS	NA	0	0	0	1	0	2.704	-4.4764	-15.014	-1.9008	-2.3148	0.0331	1.8831	-1.2113	4.2254	0.6883
BS_GBQ6A3ST	EUR	NA	0	0	0.0422	0	0.9578	1.7188	11.4991	5.8404	7.5299	-4.1849	-0.5084	2.4776	0.2985	4.2482	-1.2087
BS_GERET530	EUR	NA	0	0	0.018	0	0.982	1.9674	13.3662	5.6803	8.6262	-4.1849	0.4776	1.1807	-0.7608	3.4508	-1.3254
BS_GFKX8YM0	AFR	NA	0	0.9986	0.0014	0	0	48.13	-13.11	-0.2168	2.0775	-4.4407	-2.001	2.2267	-1.664	5.1309	-0.754
BS_GGNKMKW9	AMR	NA	0	0.0953	0.9047	0	0	12.651	-6.3859	8.7657	-6.0329	-2.5614	-2.2179	1.9277	-0.9031	5.0733	0.5876
BS_GGY4Q2C9	AMR	NA	0.0021	0.0053	0.9539	2e-4	0.0385	3.2576	3.1698	7.5986	0.2629	-1.3701	-0.2656	0.6919	-0.8032	3.5786	-1.5712
BS_GJWAV3E5	AFR	NA	0	0.999	0.001	0	0	50.0405	-14.3888	0.9488	2.9	-1.618	-1.2609	1.8587	-1.597	4.6522	-0.3436
BS_GKFY1GX4	EUR	NA	0	0	0.0217	0	0.9783	-0.1843	12.3667	5.757	8.2263	-5.9206	-1.7548	2.4414	-1.9375	3.3457	-1.3964
BS_GKJZGTFS	EUR	NA	0	0	0.0448	0	0.9552	0.5228	10.3701	5.0532	8.2103	-2.8706	-1.5995	2.1738	-0.3708	4.5084	1.1796
BS_GKPVZXYP	AMR	NA	0	0.0162	0.9838	0	0	-2.9167	-1.2621	12.4605	-6.6518	-1.3416	-3.165	1.6799	-0.2436	1.9814	1.6753
BS_GKRMQS5W	EUR	NA	0	0	0.0187	0	0.9813	-0.0149	11.7242	4.3006	8.4992	-5.0227	-0.4384	3.2477	-1.3874	5.5827	1.0721
BS_GMJP7PN2	AMR	NA	0.0049	0.0316	0.9298	0.001	0.0327	15.0788	4.2917	2.0462	6.9837	-1.0121	-0.5898	2.1551	-0.8037	3.9648	-1.5681
BS_GNH80DDG	EUR	NA	0	1e-4	0.0496	0.085	0.8653	5.2893	6.0898	-3.0991	5.1836	-2.4395	-3.0112	3.5782	-0.5368	5.4521	-1.341
BS_GNVN2D4K	AFR	NA	0	0.9992	8e-4	0	0	53.24	-12.552	0.8547	1.4213	-2.268	0.7982	2.4801	-0.8144	2.8328	-1.179
BS_GP9W8WG8	EUR	NA	0	0	0.0126	0	0.98740000000000006	0.8204	13.5502	5.4068	9.6776	-2.6629	-0.5529	0.2911	-2.5585	2.4686	-0.2186
BS_GPJ4WQ8E	EUR	NA	0	0	0.0345	0	0.9655	2.1705	11.2054	5.5148	9.6092	-2.5703	-2.2739	0.0796	-0.9322	3.5298	-0.62
BS_GS9JCK55	SAS	NA	0	0	0	1	0	-2.1888	-2.7417	-13.0141	-0.0908	-1.6694	1.22	0.3578	-0.9314	4.3142	-0.6323
BS_GSF4J5DP	EUR	NA	0	0	0.0787	0	0.9213	6.4582	10.5662	0.5688	9.402	-0.7591	-6.2573	1.9865	-0.6339	4.1762	-3.1473
BS_GSH1192A	SAS	NA	0	0	0	1	0	1.067	-11.769	-13.3119	-2.2847	-2.8519	-0.0676	2.2037	-2.1059	4.2772	-0.8223
BS_GSKG0MB0	EUR	NA	0	0	0.0752	0	0.9248	2.445	10.7258	3.8925	6.3954	-4.0835	-1.9328	1.2048	1.1908	3.6188	-1.1327
BS_GSTHVZFR	EUR	NA	0	0	0.0258	0	0.9742	-0.1424	10.4369	2.7598	8.45	-2.4523	-1.0275	2.3017	-1.2276	4.3497	-0.8064
BS_GTY5J0S4	EAS	NA	0.998	0	0.002	0	0	-1.2556	-15.4225	-0.4016	7.6725	-3.1244	-3.1648	1.6692	-0.2403	5.4232	-0.6491
BS_GVA39GGG	EUR	NA	0	0	0.0127	0	0.9873	1.6845	13.0571	3.5517	9.1451	-3.1953	-0.6912	2.6989	-1.3958	5.32	-1.359
BS_GWFF9E3C	EUR	NA	0	0	0.0467	0	0.9533	1.7905	10.0905	1.9717	8.3503	-0.7385	-3.9953	0.7322	-0.794	3.673	-2.4815
BS_H17P6WH8	EUR	NA	0	0	0.0434	0	0.9566	3.4535	10.8442	3.189	7.9767	-1.3889	-1.2755	2.1558	-1.9603	4.5799	0.1923
BS_H281CW3G	AMR	NA	0	0.0192	0.9808	0	0	-0.2328	-5.5584	10.0836	-9.5781	-2.0631	-3.3347	2.2987	1.8008	3.4437	-0.7082
BS_H4KBJDGN	EUR	NA	0	0	0.0353	0	0.9647	1.6734	11.2613	5.5261	9.0417	-3.028	-3.0365	2.5762	-0.8782	5.4534	0.4342
BS_H5KWGC03	EAS	NA	1	0	0	0	0	-7.583	-42.8449	2.0113	7.4949	-2.915	-1.2783	1.4408	-1.8038	4.4872	-1.2302
BS_H6JD43MF	EUR	NA	0	0	0.0944	0	0.9056	2.1532	8.7465	2.2456	7.6536	-0.3206	-4.6575	1.955	-0.3767	2.5688	-1.8649
BS_H8E4K1DT	EUR	NA	0	0	0.0381	0	0.9619	0.6139	8.243	3.1487	9.3375	-2.2547	0.2142	0.086	-1.5937	4.2062	-1.5143
BS_H9813KRS	AMR	NA	0.0046	0.0091	0.6188	0.0229	0.3446	8.6669	2.4998	-1.8102	5.915	-1.7098	-5.0875	2.271	-0.8415	3.9823	-0.8856
BS_HAA3VH3V	EUR	NA	0	0	0.0415	0	0.9585	1.6641	10.4263	4.0781	7.9458	-1.9902	-1.6358	1.0974	-2.9533	4.6828	-1.7212
BS_HC4T1EEP	EUR	NA	0	0	0.0663	0	0.9337	0.5264	9.3287	6.1597	8.0986	-3.9916	-2.2085	2.0294	0.8879	5.4615	-1.6524
BS_HGPJ76NM	EUR	NA	0	0	0.0441	0	0.9559	3.1147	11.9181	3.8663	7.5217	-1.8134	-3.0444	3.8403	-0.6362	3.7448	-1.4049
BS_HHJZ05XC	EUR	NA	0	0	0.0194	0	0.9806	2.2955	13.1266	4.3305	9.0367	-4.0486	-3.6897	2.7876	-1.9599	4.8675	-0.4518
BS_HJ99CJ2R	EUR	NA	0	0	0.0247	0	0.9753	1.9846	11.4269	3.7617	9.4049	-1.8514	-2.7322	2.1945	-2.292	4.1088	-1.3665
BS_HKNDNG01	EUR	NA	0	0	0.067	0	0.933	1.9769	10.4114	2.5206	6.133	-3.0544	-2.4782	0.6091	-2.0989	3.9931	-0.3301
BS_HM2ZG2J7	EUR	NA	0	0	0.028	0	0.972	1.5012	11.1457	4.5416	9.2663	-3.0041	-1.5033	1.1134	-1.0836	3.0267	-1.7024
BS_HMWZ2893	EUR	NA	0	0	0.021	0	0.979	2.2254	11.4332	4.9358	10.2736	-3.3416	-0.7005	2.4275	-0.7624	3.5048	0.0844
BS_HNWNZFHA	EUR	NA	0	0	0.0301	0	0.9699	0.4202	10.8416	3.4679	8.2675	-1.7568	-1.5866	3.3329	-1.8312	3.0802	-0.4621
BS_HPMX6CT4	AMR	NA	2e-4	7e-4	0.7086	1e-4	0.2905	0.2558	3.6136	4.5423	1.0619	-2.841	-1.4401	-1.079	-0.6555	3.5108	0.1039
BS_HS2BZ6T2	EUR	NA	0	0	0.0661	0	0.9339	1.0797	11.3978	5.4353	6.8233	-2.7836	-4.5803	1.5025	-1.1449	3.9897	-1.1028
BS_HV0NC9TY	EUR	NA	0	0	0.0382	0	0.9618	1.06	10.3853	4.2297	8.7619	-2.2709	-1.8003	2.4863	1.0918	4.0456	-2.0639
BS_HVCBQ58H	AMR	NA	0	0.0153	0.9847	0	0	0.6921	-10.2106	13.2806	-12.0768	-4.0615	-1.1456	1.793	0.066	4.7716	-1.4502
BS_HYGK88B0	EUR	NA	0	0	0.0529	0	0.9471	1.2585	10.7325	3.8717	6.8382	-4.6935	-2.5893	1.1606	-2.3633	3.7174	-0.0396
BS_J354PJZN	EUR	NA	0	0	0.0583	0	0.9417	4.1735	10.8266	3.3754	7.7654	-1.8605	-3.8584	3.0898	-1.8282	4.6593	-1.5693
BS_J5596HKA	EUR	NA	0	0	0.0206	0	0.9794	-0.6778	10.8239	5.4614	9.9118	-2.9239	-0.0293	2.9092	0.2637	3.5629	0.2987
BS_J764TSC8	EUR	NA	0	0	0.0297	0	0.9703	1.5298	10.6071	3.8724	8.2682	-3.6018	0.9984	2.7997	-1.1861	4.1133	0.2105
BS_J7EMBT8S	EUR	NA	0	0	0.0275	0	0.9725	2.7401	12.5492	3.7265	8.4426	-2.5989	-2.4048	1.815	-0.1896	3.3105	-2.1778
BS_J7WQHJDQ	AFR	NA	0	0.7127	0.2873	0	0	26.4387	-0.2663	2.3922	4.4534	-2.7762	-2.1915	1.5678	-1.7181	2.4359	-1.1786
BS_J996NDK4	EUR	NA	0	0	0.0446	0	0.9554	1.4042	10.0123	4.7938	8.7579	-0.7705	-3.1004	3.7758	-2.1089	4.8678	-1.7396
BS_J9M165VZ	EUR	NA	0	0	0.0386	0	0.9614	0.7829	9.0003	2.5865	8.4871	-2.3774	-0.712	1.8837	-1.8857	4.9408	-0.4337
BS_JAGHHZXH	EUR	NA	0	0	0.0495	0	0.9505	3.4201	11.345	3.7853	6.9579	-2.8144	-0.8852	2.3786	-2.5297	3.1153	-0.0858
BS_JDD16DMY	AFR	NA	0	0.9963	0.0037	0	0	44.079	-10.3272	0.304	3.3283	-4.6584	-1.7971	1.7517	0.2597	3.345	-1.8909
BS_JEPRW1KE	SAS	NA	0	0	0	1	0	-0.3404	-3.0057	-10.0462	-2.9066	-3.4417	-1.7379	1.8192	-3.2639	6.5231	-0.7355
BS_JF2EP1G9	AFR	NA	0	0.9982	0.0018	0	0	48.6509	-12.8449	1.4454	1.1533	-2.7449	-0.9486	1.9287	0.19	4.6774	-1.5971
BS_JG0BEXPR	EUR	NA	0	0	0.0243	0	0.9757	0.7666	12.4863	3.5911	7.5672	-3.0064	-2.1187	2.0872	-0.5825	5.515	-1.6408
BS_JGTBRH16	EUR	NA	0	0	0.0199	0	0.9801	1.2646	12.0144	3.2322	8.8466	-1.298	-2.0753	2.169	-1.9885	5.1526	-1.2533
BS_JHEHVG4M	EUR	NA	0	0	0.0344	0	0.9656	0.7993	10.9691	4.2489	8.044	-3.1718	-1.2595	2.2164	0.3594	5.0753	-1.2672
BS_JJ593ZW7	EUR	NA	0	0	0.0625	0	0.9375	3.5914	10.8692	4.1155	8.1396	-0.9763	-3.6576	1.5646	-0.177	4.7587	-0.3552
BS_JJNCV530	EUR	NA	0	0	0.026	0	0.974	0.5872	11.2854	3.5931	7.6173	-3.8908	0.1447	1.2981	-1.7796	4.3836	-1.5515
BS_JJNSP29S	EUR	NA	0	0	0.0358	0	0.9642	2.2282	9.3728	3.1258	8.9169	-2.5588	0.1993	2.3381	-2.0677	5.1091	0.402
BS_JM979K1M	EUR	NA	0	0	0.0144	0	0.9856	0.0849	12.8723	4.1471	9.2936	-1.7551	-1.6769	1.5235	-2.4458	3.8429	1.0481
BS_JN7F983Y	EUR	NA	0	0	0.0262	0	0.9738	0.1324	11.1365	4.5932	8.8506	-4.2211	-1.3826	0.844	-0.8913	4.6326	0.6377
BS_JNFPEM6F	EUR	NA	0	0	0.03	0	0.97	-0.0612	12.0731	5.1531	6.2926	-3.7163	0.5933	2.1223	-1.7075	5.1985	-2.1929
BS_JNRAKEMV	EUR	NA	0	0	0.0428	0	0.9572	1.6408	11.9283	5.1093	8.5972	-3.7664	-4.8019	1.7942	1.2686	3.7039	-0.0796
BS_JQB0CTE7	EUR	NA	0	0	0.0743	0	0.9257	2.2528	8.5571	2.4452	6.6526	-4.3592	-0.0789	3.0183	-1.9536	2.9006	-0.6142
BS_JQDT3FKQ	EUR	NA	0	0	0.0385	0	0.9615	2.9053	10.8911	1.6173	8.4842	-2.3818	-4.8305	0.7963	-1.5818	4.0795	-2.0241
BS_JSMAT49K	EUR	NA	0	0	0.0336	0	0.9664	0.8778	11.7224	7.1469	8.1454	-4.0457	0.2424	3.818	-1.0215	3.0976	0.832
BS_JTSWHVNR	EUR	NA	0	0	0.0854	0	0.9146	4.2026	9.9505	3.3809	7.8007	-0.6557	-5.3316	2.9429	-1.3574	4.725	-1.9766
BS_JWETX0BH	AMR	NA	5e-4	0.0085	0.9892	0	0.0017	4.9545	1.5875	8.1341	-0.5399	-2.9411	-1.4262	1.2023	-3.4967	4.7601	-2.1375
BS_JXEQWWJH	EUR	NA	0	0	0.0363	0	0.9637	1.5335	11.904	3.9243	7.3144	-1.8508	-3.7286	4.2576	-1.991	6.2941	-0.2445
BS_JZAENWRM	EUR	NA	0	0	0.0192	0	0.9808	0.4053	12.3283	4.1576	8.0058	-4.485	-0.552	2.1348	-2.27	3.8057	-0.9316
BS_JZKV3CQ1	EUR	NA	0	0	0.0396	0	0.9604	1.1435	11.3896	4.9779	6.861	-3.1468	1.2664	1.6261	-1.7233	3.74	1.3953
BS_K07KNTFY	EUR	NA	0	0	0.0324	0	0.9676	1.2349	9.7964	3.6913	9.5141	-3.2668	-1.478	-0.5646	-1.4831	4.7778	-0.7292
BS_K2S0JAFS	EUR	NA	0	0	0.0672	0	0.9328	2.7769	9.1486	0.3233	7.6059	-2.0794	-3.7676	2.4925	-0.4323	3.1738	0.0498
BS_K3N0H305	EUR	NA	0	0	0.1312	0	0.8688	-0.3481	6.4114	5.0583	7.4917	-2.0713	-0.7529	1.4994	-0.9234	2.7501	0.5241
BS_K44TMQ9G	EUR	NA	0	0	0.029	0	0.971	0.761	11.1834	3.0586	7.9427	-2.7134	-0.963	2.7632	-0.49370000000000003	2.9637	-1.4265
BS_K4XGEGW0	EUR	NA	0	0	0.0191	0	0.9809	-0.3113	13.0123	4.4709	7.2927	-2.3006	-0.0135	2.2581	-1.5828	4.7425	-0.3
BS_K6A9Z04J	EUR	NA	0	0	0.017	0	0.983	0.0922	12.027	2.8098	8.7752	-2.3957	-1.1816	1.3689	-0.4869	3.732	-2.0926
BS_K756ZQDR	EUR	NA	0	0	0.0289	0	0.9711	0.6208	11.8459	3.6563	7.6425	-1.555	-0.5306	3.08	0.1863	3.6091	0.1196
BS_K7A7QW76	EUR	NA	0	0	0.0196	0	0.9804	1.1056	10.4615	4.428	10.3521	-2.8431	0.2743	3.008	-0.3985	4.7439	-0.1959
BS_K7R4CV56	EUR	NA	0	0	0.0573	0	0.9427	0.3424	9.3465	4.9533	7.5794	-3.2687	-0.668	4.0381	-0.9373	3.5464	0.5062
BS_K9NDFNWV	AMR	NA	2e-4	0.0828	0.917	0	0	14.7031	1.2426	6.5196	0.7531	-1.4661	-2.3127	3.2343	-1.4302	3.2046	-2.6507
BS_K9TB43R2	EUR	NA	0	0	0.022	0	0.978	2.2897	12.1769	3.1867	8.8434	-2.4636	-1.8605	2.3099	-1.8504	4.0294	0.1571
BS_KA6B8TG8	EUR	NA	0	0	0.0563	0	0.9437	1.5468	10.9607	5.0367	7.2277	-3.0655	-1.8163	1.7767	-0.2056	3.2888	-1.032
BS_KAPQRSFM	EUR	NA	0	0	0.0262	0	0.9738	3.1189	12.1799	1.9881	8.2044	-1.4096	-2.688	2.0668	-1.6575	3.8828	-2.4994
BS_KBM2MTND	EUR	NA	0	0	0.0383	0	0.9617	0.449	9.9929	5.848	8.5999	-3.3369	1.3074	0.7182	-0.2148	2.9141	-1.3283
BS_KC1C1TZA	EUR	NA	0	0	0.1619	0	0.8381	2.5291	9.0093	2.8925	5.3373	-2.2454	-4.5437	2.4985	0.6168	3.6058	-1.4789
BS_KC7HM9HA	EUR	NA	0	0	0.0475	0	0.9525	3.7199	12.9608	4.2483	7.1529	-1.6824	-2.6315	0.8023	0.9074	3.0174	-1.7693
BS_KD07YRG3	EUR	NA	0	0	0.0333	0	0.9667	0.4069	10.5602	5.1951	7.3864	-5.1744	1.0754	2.9376	-1.7179	4.5198	-1.6958
BS_KF14TKFY	EUR	NA	0	0	0.0521	0	0.9479	2.7009	10.0891	3.0075	8.1653	-2.048	-3.0565	3.2604	-1.9605	3.5384	0.3054
BS_KFTEJV19	EUR	NA	0	0	0.0119	0	0.9881	0.0321	13.5099	3.7745	9.4316	-4.9946	-2.9009	1.3914	-0.4582	3.7754	-0.558
BS_KGCRWPZC	EUR	NA	0	0	0.0315	0	0.9685	-1.0148	11.8597	2.754	5.755	-4.0244	-1.5825	3.0325	-2.3144	3.9595	-0.739
BS_KGG1WDT8	AMR	NA	0	0.0143	0.9857	0	0	-0.0251	-8.6187	13.3353	-12.3872	-1.9544	-2.2846	2.4012	1.4514	4.6365	-3.4516
BS_KJQXZ8GK	EUR	NA	0	0	0.03	0	0.97	1.7441	12.0547	3.9925	8.4113	-1.114	-0.7653	2.9701	0.1206	2.2391	1.7551
BS_KKV7WAG3	EUR	NA	0	0	0.0369	0	0.9631	2.2397	11.5248	4.4067	9.0128	-1.0037	-3.4938	1.1368	-1.7258	2.7815	-0.4961
BS_KN5FPSJE	EUR	NA	0	0	0.0376	0	0.9624	1.9403	11.6747	3.1138	7.6135	-2.3189	-4.7777	1.6833	-3.5693	3.6513	-1.5502
BS_KNJ64STQ	EUR	NA	0	0	0.0326	0	0.9674	2.1234	12.928	3.929	7.3929	-4.7848	-2.0041	0.7638	-0.1037	2.1639	-0.0151
BS_KRYAZ09R	EUR	NA	0	0	0.0217	0	0.9783	1.7099	10.7278	4.4973	9.5768	-5.2062	0.6799	2.2866	-0.6383	3.5738	-1.9412
BS_KSRKPT4Z	EUR	NA	0	0	0.0153	0	0.9847	0.2436	12.7469	5.5761	9.0061	-2.6839	0.7802	1.6224	-0.8665	5.1905	0.2141
BS_KTKMBKXB	EUR	NA	0	0	0.028	0	0.972	0.7618	11.4232	1.4079	7.0483	-3.7594	-1.4724	1.1289	-1.9593	4.6706	-0.6201
BS_KVV3G6NP	EUR	NA	0	0	0.1808	0	0.8192	0.7023	7.9657	4.3055	4.8825	-3.7875	-1.9392	1.5368	-0.727	2.4025	0.1503
BS_KVYCH9PB	EUR	NA	0	0	0.0161	0	0.9839	1.366	11.2026	4.5383	10.6836	-2.1259	-1.4279	4.6923	-2.6164	3.9475	-0.0651
BS_KWQ8A6AJ	EUR	NA	0	0	0.0262	0	0.9738	1.2418	12.1526	3.6435	7.2771	-3.5473	1.3826	1.4335	-0.5346	3.5938	0.5428
BS_KYPMZZSY	EUR	NA	0	0	0.0205	0	0.9795	-0.5355	9.9968	3.398	10.8207	-1.8585	-3.851	3.5103	-1.3383	2.5948	-2.2101
BS_KZCXH6EX	EUR	NA	0	0	0.0683	0	0.9317	2.5309	9.211	3.0604	7.8846	-3.1364	-3.4851	1.8918	-0.4941	5.1984	-2.2692
BS_M28J7CGM	AFR	NA	0	0.9999	1e-4	0	0	59.124	-16.6363	-0.6138	1.177	-2.3905	-1.5978	0.4492	-1.3037	3.5073	-0.4481
BS_M4E4H6NG	EUR	NA	0	0	0.0574	0	0.9426	1.3689	10.4019	6.3386	7.3897	-5.2094	0.1895	1.2392	-0.3857	3.8255	0.211
BS_M4KBSYZ2	EUR	NA	0	0	0.0479	0	0.9521	-0.9186	11.054	6.1588	6.9172	-3.5909	-3.013	2.6403	-1.1865	6.3645	-0.0995
BS_M5M3BPDH	EUR	NA	0	0	0.0332	0	0.9668	0.5233	12.0947	6.4237	7.5748	-2.77	0.0319	-1.0018	-1.9092	4.326	-0.6439
BS_M7KYG012	AMR	NA	0	0.012	0.988	0	0	3.8908	-5.6215	9.129	-7.3747	-3.7864	-1.2041	-0.7418	-0.247	4.6459	-0.2643
BS_MAZNT95V	EUR	NA	0	0	0.0628	0.0653	0.8718	2.4919	4.3197	-2.4098	5.003	-4.6791	-1.8296	3.3028	-0.0604	3.7098	-2.1731
BS_MCWEQ2PN	EAS	NA	1	0	0	0	0	-7.1415	-41.7024	1.7667	8.9815	-5.2582	-2.491	1.7841	-0.595	6.4233	-0.8968
BS_MDHYHEBH	EUR	NA	0	0	0.0184	0	0.9816	1.0599	13.0027	3.1384	8.4963	-4.1799	-2.076	0.2346	0.0946	3.1842	-1.7339
